file,Essay Type,Country,Level,Temporal N,Temporal Mean,Contingency N,Contingency Mean,Comparison N,Comparison Mean,Expansion N,Expansion Mean,Explicit N,Explicit Mean,Implicit N,Implicit Mean,Conjunction N,Conjunction Mean,Condition N,Condition Mean,Cause N,Cause Mean,Concession N,Concession Mean,Asynchronous N,Asynchronous Mean,Alternative N,Alternative Mean,Contrast N,Contrast Mean,Restatement N,Restatement Mean,Synchrony N,Synchrony Mean,List N,List Mean,Instantiation N,Instantiation Mean,Pragmatic_condition N,Pragmatic_condition Mean,Exception N,Exception Mean,Pragmatic_contrast N,Pragmatic_contrast Mean,Pragmatic_concession N,Pragmatic_concession Mean,Pragmatic_cause N,Pragmatic_cause Mean,total lines
W_CHN_PTJ0_328_B1_2.txt.pipe,Jobs,CHN,B1_2,0,0,3,0.5,2,0.33,1,0.17,6,1,0,0,0,0,1,0.17,2,0.33,0,0,0,0,0,0,2,0.33,0,0,0,0,1,0.17,0,0,0,0,0,0,0,0,0,0,0,0,6
W_CHN_SMK0_005_B1_2.txt.pipe,Smoking,CHN,B1_2,0,0,2,0.22,2,0.22,5,0.56,9,1,0,0,5,0.56,0,0,2,0.22,0,0,0,0,0,0,2,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
W_CHN_PTJ0_222_B1_2.txt.pipe,Jobs,CHN,B1_2,0,0,1,0.25,2,0.5,1,0.25,4,1,0,0,1,0.25,1,0.25,0,0,0,0,0,0,0,0,2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
W_CHN_SMK0_272_B1_2.txt.pipe,Smoking,CHN,B1_2,3,0.38,2,0.25,2,0.25,1,0.12,8,1,0,0,0,0,2,0.25,0,0,0,0,1,0.12,1,0.12,2,0.25,0,0,2,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
W_CHN_PTJ0_385_B1_2.txt.pipe,Jobs,CHN,B1_2,5,0.33,3,0.2,5,0.33,2,0.13,15,1,0,0,2,0.13,0,0,3,0.2,0,0,1,0.07,0,0,5,0.33,0,0,4,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
W_CHN_SMK0_357_B1_2.txt.pipe,Smoking,CHN,B1_2,3,0.27,2,0.18,2,0.18,4,0.36,11,1,0,0,4,0.36,1,0.09,1,0.09,0,0,2,0.18,0,0,2,0.18,0,0,1,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
W_CHN_SMK0_015_B1_2.txt.pipe,Smoking,CHN,B1_2,1,0.2,2,0.4,1,0.2,1,0.2,5,1,0,0,1,0.2,1,0.2,1,0.2,0,0,1,0.2,0,0,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
W_CHN_SMK0_019_B1_2.txt.pipe,Smoking,CHN,B1_2,1,0.12,3,0.38,1,0.12,3,0.38,8,1,0,0,3,0.38,3,0.38,0,0,0,0,0,0,0,0,1,0.12,0,0,1,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
W_CHN_PTJ0_008_B1_2.txt.pipe,Jobs,CHN,B1_2,0,0,5,0.56,1,0.11,3,0.33,9,1,0,0,2,0.22,3,0.33,2,0.22,0,0,0,0,1,0.11,1,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
W_CHN_PTJ0_015_B1_2.txt.pipe,Jobs,CHN,B1_2,0,0,3,0.5,1,0.17,2,0.33,6,1,0,0,2,0.33,1,0.17,2,0.33,0,0,0,0,0,0,1,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
W_CHN_SMK0_004_B1_2.txt.pipe,Smoking,CHN,B1_2,1,0.11,3,0.33,2,0.22,3,0.33,9,1,0,0,3,0.33,1,0.11,2,0.22,1,0.11,1,0.11,0,0,1,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
W_CHN_PTJ0_356_B1_2.txt.pipe,Jobs,CHN,B1_2,3,0.33,3,0.33,2,0.22,1,0.11,9,1,0,0,1,0.11,0,0,3,0.33,0,0,2,0.22,0,0,2,0.22,0,0,1,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
W_CHN_SMK0_377_B1_2.txt.pipe,Smoking,CHN,B1_2,0,0,6,0.6,3,0.3,1,0.1,10,1,0,0,1,0.1,2,0.2,4,0.4,0,0,0,0,0,0,3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
W_CHN_PTJ0_224_B1_2.txt.pipe,Jobs,CHN,B1_2,2,0.29,2,0.29,0,0,3,0.43,7,1,0,0,3,0.43,0,0,2,0.29,0,0,1,0.14,0,0,0,0,0,0,1,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
W_CHN_PTJ0_287_B1_2.txt.pipe,Jobs,CHN,B1_2,1,0.2,1,0.2,1,0.2,2,0.4,5,1,0,0,2,0.4,0,0,1,0.2,0,0,0,0,0,0,1,0.2,0,0,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
W_CHN_PTJ0_380_B1_2.txt.pipe,Jobs,CHN,B1_2,0,0,2,0.17,2,0.17,8,0.67,12,1,0,0,7,0.58,0,0,2,0.17,1,0.08,0,0,0,0,1,0.08,0,0,0,0,0,0,1,0.08,0,0,0,0,0,0,0,0,0,0,12
W_CHN_SMK0_362_B1_2.txt.pipe,Smoking,CHN,B1_2,0,0,1,0.17,2,0.33,3,0.5,6,1,0,0,3,0.5,0,0,1,0.17,1,0.17,0,0,0,0,1,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
W_CHN_SMK0_345_B1_2.txt.pipe,Smoking,CHN,B1_2,1,0.14,2,0.29,2,0.29,2,0.29,7,1,0,0,2,0.29,1,0.14,1,0.14,1,0.14,1,0.14,0,0,1,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
W_CHN_PTJ0_018_B1_2.txt.pipe,Jobs,CHN,B1_2,1,0.11,4,0.44,1,0.11,3,0.33,9,1,0,0,2,0.22,3,0.33,1,0.11,0,0,1,0.11,0,0,1,0.11,0,0,0,0,0,0,1,0.11,0,0,0,0,0,0,0,0,0,0,9
W_CHN_PTJ0_388_B1_2.txt.pipe,Jobs,CHN,B1_2,1,0.17,4,0.67,1,0.17,0,0,6,1,0,0,0,0,2,0.33,2,0.33,0,0,0,0,0,0,1,0.17,0,0,1,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
W_CHN_SMK0_325_B1_2.txt.pipe,Smoking,CHN,B1_2,2,0.29,1,0.14,2,0.29,2,0.29,7,1,0,0,2,0.29,1,0.14,0,0,0,0,0,0,0,0,2,0.29,0,0,2,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
W_CHN_SMK0_382_B1_2.txt.pipe,Smoking,CHN,B1_2,1,0.2,1,0.2,1,0.2,2,0.4,5,1,0,0,2,0.4,1,0.2,0,0,0,0,0,0,0,0,1,0.2,0,0,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
W_CHN_SMK0_344_B1_2.txt.pipe,Smoking,CHN,B1_2,2,0.29,3,0.43,1,0.14,1,0.14,7,1,0,0,1,0.14,1,0.14,2,0.29,0,0,1,0.14,0,0,1,0.14,0,0,1,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
W_CHN_PTJ0_347_B1_2.txt.pipe,Jobs,CHN,B1_2,2,0.67,1,0.33,0,0,0,0,3,1,0,0,0,0,0,0,1,0.33,0,0,0,0,0,0,0,0,0,0,2,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
W_CHN_PTJ0_263_B1_2.txt.pipe,Jobs,CHN,B1_2,1,0.1,4,0.4,1,0.1,4,0.4,10,1,0,0,4,0.4,1,0.1,3,0.3,0,0,0,0,0,0,1,0.1,0,0,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
W_CHN_SMK0_390_B1_2.txt.pipe,Smoking,CHN,B1_2,3,0.3,3,0.3,3,0.3,1,0.1,10,1,0,0,1,0.1,1,0.1,2,0.2,0,0,2,0.2,0,0,3,0.3,0,0,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
W_CHN_SMK0_388_B1_2.txt.pipe,Smoking,CHN,B1_2,4,0.36,1,0.09,2,0.18,4,0.36,11,1,0,0,4,0.36,1,0.09,0,0,0,0,1,0.09,0,0,2,0.18,0,0,3,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
W_CHN_PTJ0_312_B1_2.txt.pipe,Jobs,CHN,B1_2,2,0.4,1,0.2,1,0.2,1,0.2,5,1,0,0,1,0.2,1,0.2,0,0,0,0,2,0.4,0,0,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
W_CHN_PTJ0_084_B1_2.txt.pipe,Jobs,CHN,B1_2,3,0.33,0,0,3,0.33,3,0.33,9,1,0,0,3,0.33,0,0,0,0,1,0.11,0,0,0,0,2,0.22,0,0,3,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
W_CHN_SMK0_293_B1_2.txt.pipe,Smoking,CHN,B1_2,0,0,1,0.25,1,0.25,2,0.5,4,1,0,0,2,0.5,0,0,1,0.25,0,0,0,0,0,0,1,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
W_CHN_SMK0_274_B1_2.txt.pipe,Smoking,CHN,B1_2,2,0.2,3,0.3,1,0.1,4,0.4,10,1,0,0,4,0.4,1,0.1,2,0.2,0,0,1,0.1,0,0,1,0.1,0,0,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
W_CHN_PTJ0_074_B1_2.txt.pipe,Jobs,CHN,B1_2,4,0.33,1,0.08,2,0.17,5,0.42,12,1,0,0,5,0.42,1,0.08,0,0,1,0.08,1,0.08,0,0,1,0.08,0,0,3,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
W_CHN_SMK0_170_B1_2.txt.pipe,Smoking,CHN,B1_2,1,0.1,4,0.4,3,0.3,2,0.2,10,1,0,0,2,0.2,1,0.1,3,0.3,0,0,1,0.1,0,0,3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
W_CHN_PTJ0_261_B1_2.txt.pipe,Jobs,CHN,B1_2,2,0.4,1,0.2,1,0.2,1,0.2,5,1,0,0,1,0.2,0,0,1,0.2,0,0,1,0.2,0,0,1,0.2,0,0,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
W_CHN_SMK0_290_B1_2.txt.pipe,Smoking,CHN,B1_2,0,0,2,0.22,0,0,7,0.78,9,1,0,0,7,0.78,1,0.11,1,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
W_CHN_SMK0_270_B1_2.txt.pipe,Smoking,CHN,B1_2,2,0.25,1,0.12,3,0.38,2,0.25,8,1,0,0,1,0.12,0,0,1,0.12,1,0.12,1,0.12,1,0.12,2,0.25,0,0,1,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
W_CHN_SMK0_392_B1_2.txt.pipe,Smoking,CHN,B1_2,2,0.18,3,0.27,2,0.18,4,0.36,11,1,0,0,4,0.36,2,0.18,1,0.09,0,0,0,0,0,0,2,0.18,0,0,2,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
W_CHN_PTJ0_311_B1_2.txt.pipe,Jobs,CHN,B1_2,0,0,0,0,1,0.11,8,0.89,9,1,0,0,8,0.89,0,0,0,0,0,0,0,0,0,0,1,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
W_CHN_PTJ0_370_B1_2.txt.pipe,Jobs,CHN,B1_2,1,0.1,2,0.2,1,0.1,6,0.6,10,1,0,0,5,0.5,0,0,2,0.2,0,0,1,0.1,0,0,1,0.1,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
W_CHN_SMK0_234_B1_2.txt.pipe,Smoking,CHN,B1_2,1,0.11,1,0.11,5,0.56,2,0.22,9,1,0,0,2,0.22,1,0.11,0,0,0,0,0,0,0,0,5,0.56,0,0,1,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
W_CHN_SMK0_311_B1_2.txt.pipe,Smoking,CHN,B1_2,1,0.14,2,0.29,1,0.14,3,0.43,7,1,0,0,3,0.43,1,0.14,1,0.14,0,0,0,0,0,0,1,0.14,0,0,1,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
W_CHN_PTJ0_273_B1_2.txt.pipe,Jobs,CHN,B1_2,2,0.25,3,0.38,2,0.25,1,0.12,8,1,0,0,1,0.12,1,0.12,2,0.25,0,0,1,0.12,0,0,2,0.25,0,0,1,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
W_CHN_PTJ0_349_B1_2.txt.pipe,Jobs,CHN,B1_2,2,0.22,1,0.11,2,0.22,4,0.44,9,1,0,0,4,0.44,0,0,1,0.11,0,0,1,0.11,0,0,2,0.22,0,0,1,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
W_CHN_PTJ0_033_B1_2.txt.pipe,Jobs,CHN,B1_2,2,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
W_CHN_PTJ0_170_B1_2.txt.pipe,Jobs,CHN,B1_2,3,0.3,2,0.2,3,0.3,2,0.2,10,1,0,0,2,0.2,0,0,2,0.2,0,0,1,0.1,0,0,3,0.3,0,0,2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
W_CHN_PTJ0_363_B1_2.txt.pipe,Jobs,CHN,B1_2,6,0.43,5,0.36,1,0.07,2,0.14,14,1,0,0,2,0.14,2,0.14,3,0.21,0,0,1,0.07,0,0,1,0.07,0,0,5,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
W_CHN_PTJ0_382_B1_2.txt.pipe,Jobs,CHN,B1_2,0,0,2,0.33,0,0,4,0.67,6,1,0,0,4,0.67,1,0.17,1,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
W_CHN_SMK0_180_B1_2.txt.pipe,Smoking,CHN,B1_2,1,0.14,4,0.57,0,0,2,0.29,7,1,0,0,2,0.29,1,0.14,3,0.43,0,0,1,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
W_CHN_PTJ0_137_B1_2.txt.pipe,Jobs,CHN,B1_2,2,0.25,3,0.38,1,0.12,2,0.25,8,1,0,0,2,0.25,0,0,3,0.38,0,0,2,0.25,0,0,1,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
W_CHN_SMK0_342_B1_2.txt.pipe,Smoking,CHN,B1_2,0,0,3,0.23,5,0.38,5,0.38,13,1,0,0,5,0.38,1,0.08,2,0.15,1,0.08,0,0,0,0,4,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
W_CHN_SMK0_258_B1_2.txt.pipe,Smoking,CHN,B1_2,4,0.31,2,0.15,2,0.15,5,0.38,13,1,0,0,5,0.38,0,0,2,0.15,0,0,0,0,0,0,2,0.15,0,0,4,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
W_CHN_PTJ0_169_B1_2.txt.pipe,Jobs,CHN,B1_2,1,0.2,1,0.2,1,0.2,2,0.4,5,1,0,0,2,0.4,0,0,1,0.2,1,0.2,0,0,0,0,0,0,0,0,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
W_CHN_SMK0_241_B1_2.txt.pipe,Smoking,CHN,B1_2,0,0,5,0.56,1,0.11,3,0.33,9,1,0,0,3,0.33,0,0,5,0.56,0,0,0,0,0,0,1,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
W_CHN_SMK0_309_B1_2.txt.pipe,Smoking,CHN,B1_2,3,0.14,7,0.33,3,0.14,8,0.38,21,1,0,0,7,0.33,3,0.14,4,0.19,0,0,2,0.1,0,0,3,0.14,1,0.05,1,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
W_CHN_SMK0_321_B1_2.txt.pipe,Smoking,CHN,B1_2,0,0,3,0.43,2,0.29,2,0.29,7,1,0,0,2,0.29,1,0.14,2,0.29,0,0,0,0,0,0,2,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
W_CHN_PTJ0_030_B1_2.txt.pipe,Jobs,CHN,B1_2,2,0.13,5,0.33,3,0.2,5,0.33,15,1,0,0,4,0.27,2,0.13,3,0.2,0,0,1,0.07,0,0,3,0.2,0,0,1,0.07,0,0,1,0.07,0,0,0,0,0,0,0,0,0,0,15
W_CHN_PTJ0_241_B1_2.txt.pipe,Jobs,CHN,B1_2,1,0.12,3,0.38,1,0.12,3,0.38,8,1,0,0,3,0.38,1,0.12,2,0.25,0,0,1,0.12,0,0,1,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
W_CHN_PTJ0_247_B1_2.txt.pipe,Jobs,CHN,B1_2,0,0,4,0.8,0,0,1,0.2,5,1,0,0,1,0.2,0,0,4,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
W_CHN_PTJ0_014_B1_2.txt.pipe,Jobs,CHN,B1_2,1,0.12,1,0.12,0,0,6,0.75,8,1,0,0,6,0.75,0,0,1,0.12,0,0,0,0,0,0,0,0,0,0,1,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
W_CHN_PTJ0_306_B1_2.txt.pipe,Jobs,CHN,B1_2,2,0.15,3,0.23,2,0.15,6,0.46,13,1,0,0,5,0.38,2,0.15,1,0.08,0,0,2,0.15,0,0,2,0.15,0,0,0,0,0,0,1,0.08,0,0,0,0,0,0,0,0,0,0,13
W_CHN_PTJ0_350_B1_2.txt.pipe,Jobs,CHN,B1_2,1,0.11,1,0.11,2,0.22,5,0.56,9,1,0,0,5,0.56,1,0.11,0,0,0,0,0,0,0,0,2,0.22,0,0,1,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
W_CHN_PTJ0_005_B1_2.txt.pipe,Jobs,CHN,B1_2,2,0.25,2,0.25,1,0.12,3,0.38,8,1,0,0,2,0.25,1,0.12,1,0.12,0,0,0,0,1,0.12,1,0.12,0,0,2,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
W_CHN_PTJ0_078_B1_2.txt.pipe,Jobs,CHN,B1_2,1,0.2,1,0.2,0,0,3,0.6,5,1,0,0,3,0.6,0,0,1,0.2,0,0,0,0,0,0,0,0,0,0,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
W_CHN_PTJ0_372_B1_2.txt.pipe,Jobs,CHN,B1_2,1,0.25,2,0.5,1,0.25,0,0,4,1,0,0,0,0,0,0,2,0.5,0,0,0,0,0,0,1,0.25,0,0,1,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
W_CHN_SMK0_259_B1_2.txt.pipe,Smoking,CHN,B1_2,1,0.2,1,0.2,2,0.4,1,0.2,5,1,0,0,1,0.2,1,0.2,0,0,0,0,0,0,0,0,2,0.4,0,0,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
W_CHN_PTJ0_089_B1_2.txt.pipe,Jobs,CHN,B1_2,2,0.18,2,0.18,1,0.09,6,0.55,11,1,0,0,5,0.45,1,0.09,1,0.09,0,0,1,0.09,0,0,1,0.09,0,0,1,0.09,0,0,1,0.09,0,0,0,0,0,0,0,0,0,0,11
W_CHN_PTJ0_340_B1_2.txt.pipe,Jobs,CHN,B1_2,1,0.09,5,0.45,2,0.18,3,0.27,11,1,0,0,3,0.27,1,0.09,4,0.36,0,0,1,0.09,0,0,2,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
W_CHN_SMK0_347_B1_2.txt.pipe,Smoking,CHN,B1_2,1,0.12,3,0.38,1,0.12,3,0.38,8,1,0,0,3,0.38,0,0,3,0.38,1,0.12,0,0,0,0,0,0,0,0,1,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
W_CHN_SMK0_230_B1_2.txt.pipe,Smoking,CHN,B1_2,0,0,2,0.22,4,0.44,3,0.33,9,1,0,0,3,0.33,0,0,2,0.22,2,0.22,0,0,0,0,2,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
W_CHN_SMK0_218_B1_2.txt.pipe,Smoking,CHN,B1_2,0,0,2,0.33,3,0.5,1,0.17,6,1,0,0,1,0.17,0,0,2,0.33,1,0.17,0,0,0,0,2,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
W_CHN_PTJ0_226_B1_2.txt.pipe,Jobs,CHN,B1_2,1,0.08,5,0.38,2,0.15,5,0.38,13,1,0,0,4,0.31,1,0.08,4,0.31,0,0,0,0,0,0,2,0.15,0,0,1,0.08,0,0,1,0.08,0,0,0,0,0,0,0,0,0,0,13
W_CHN_SMK0_224_B1_2.txt.pipe,Smoking,CHN,B1_2,0,0,4,0.8,0,0,1,0.2,5,1,0,0,1,0.2,2,0.4,2,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
W_CHN_PTJ0_280_B1_2.txt.pipe,Jobs,CHN,B1_2,1,0.12,4,0.5,1,0.12,2,0.25,8,1,0,0,2,0.25,1,0.12,3,0.38,0,0,1,0.12,0,0,1,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
W_CHN_PTJ0_220_B1_2.txt.pipe,Jobs,CHN,B1_2,5,0.56,1,0.11,0,0,3,0.33,9,1,0,0,2,0.22,0,0,1,0.11,0,0,1,0.11,1,0.11,0,0,0,0,4,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
W_CHN_SMK0_074_B1_2.txt.pipe,Smoking,CHN,B1_2,0,0,6,0.6,2,0.2,2,0.2,10,1,0,0,2,0.2,0,0,6,0.6,0,0,0,0,0,0,2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
W_CHN_SMK0_009_B1_2.txt.pipe,Smoking,CHN,B1_2,2,0.25,2,0.25,1,0.12,3,0.38,8,1,0,0,3,0.38,0,0,2,0.25,1,0.12,0,0,0,0,0,0,0,0,2,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
W_CHN_PTJ0_004_B1_2.txt.pipe,Jobs,CHN,B1_2,3,0.27,4,0.36,2,0.18,2,0.18,11,1,0,0,2,0.18,2,0.18,2,0.18,0,0,1,0.09,0,0,2,0.18,0,0,2,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
W_CHN_SMK0_287_B1_2.txt.pipe,Smoking,CHN,B1_2,0,0,2,0.4,1,0.2,2,0.4,5,1,0,0,2,0.4,0,0,2,0.4,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
W_CHN_PTJ0_355_B1_2.txt.pipe,Jobs,CHN,B1_2,0,0,5,0.45,1,0.09,5,0.45,11,1,0,0,5,0.45,1,0.09,4,0.36,0,0,0,0,0,0,1,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
W_CHN_SMK0_324_B1_2.txt.pipe,Smoking,CHN,B1_2,1,0.14,3,0.43,1,0.14,2,0.29,7,1,0,0,2,0.29,2,0.29,1,0.14,0,0,0,0,0,0,1,0.14,0,0,1,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
W_CHN_PTJ0_158_B1_2.txt.pipe,Jobs,CHN,B1_2,1,0.25,0,0,2,0.5,1,0.25,4,1,0,0,0,0,0,0,0,0,1,0.25,0,0,1,0.25,1,0.25,0,0,1,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
W_CHN_PTJ0_345_B1_2.txt.pipe,Jobs,CHN,B1_2,2,0.5,1,0.25,0,0,1,0.25,4,1,0,0,1,0.25,0,0,1,0.25,0,0,1,0.25,0,0,0,0,0,0,1,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
W_CHN_PTJ0_371_B1_2.txt.pipe,Jobs,CHN,B1_2,1,0.1,4,0.4,2,0.2,3,0.3,10,1,0,0,3,0.3,2,0.2,2,0.2,0,0,0,0,0,0,2,0.2,0,0,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
W_CHN_SMK0_084_B1_2.txt.pipe,Smoking,CHN,B1_2,0,0,4,0.5,1,0.12,3,0.38,8,1,0,0,3,0.38,3,0.38,1,0.12,1,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
W_CHN_SMK0_051_B1_2.txt.pipe,Smoking,CHN,B1_2,1,0.07,3,0.21,3,0.21,7,0.5,14,1,0,0,6,0.43,2,0.14,1,0.07,2,0.14,1,0.07,1,0.07,1,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
W_CHN_SMK0_008_B1_2.txt.pipe,Smoking,CHN,B1_2,3,0.3,3,0.3,2,0.2,2,0.2,10,1,0,0,2,0.2,1,0.1,2,0.2,0,0,1,0.1,0,0,2,0.2,0,0,2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
W_CHN_PTJ0_303_B1_2.txt.pipe,Jobs,CHN,B1_2,0,0,1,0.25,1,0.25,2,0.5,4,1,0,0,2,0.5,1,0.25,0,0,0,0,0,0,0,0,1,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
W_CHN_SMK0_304_B1_2.txt.pipe,Smoking,CHN,B1_2,2,0.33,0,0,0,0,4,0.67,6,1,0,0,3,0.5,0,0,0,0,0,0,0,0,1,0.17,0,0,0,0,2,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
W_CHN_PTJ0_183_B1_2.txt.pipe,Jobs,CHN,B1_2,1,0.08,6,0.46,3,0.23,3,0.23,13,1,0,0,2,0.15,2,0.15,4,0.31,0,0,0,0,0,0,3,0.23,0,0,1,0.08,0,0,1,0.08,0,0,0,0,0,0,0,0,0,0,13
W_CHN_SMK0_370_B1_2.txt.pipe,Smoking,CHN,B1_2,4,0.24,3,0.18,6,0.35,4,0.24,17,1,0,0,4,0.24,0,0,3,0.18,1,0.06,3,0.18,0,0,5,0.29,0,0,1,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
W_CHN_PTJ0_348_B1_2.txt.pipe,Jobs,CHN,B1_2,1,0.5,0,0,0,0,1,0.5,2,1,0,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
W_CHN_PTJ0_258_B1_2.txt.pipe,Jobs,CHN,B1_2,2,0.17,3,0.25,1,0.08,6,0.5,12,1,0,0,5,0.42,0,0,3,0.25,0,0,0,0,0,0,1,0.08,0,0,2,0.17,0,0,1,0.08,0,0,0,0,0,0,0,0,0,0,12
W_CHN_SMK0_350_B1_2.txt.pipe,Smoking,CHN,B1_2,0,0,4,0.36,2,0.18,5,0.45,11,1,0,0,5,0.45,1,0.09,3,0.27,0,0,0,0,0,0,2,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
