file,Essay Type,Country,Level,Temporal N,Temporal Mean,Contingency N,Contingency Mean,Comparison N,Comparison Mean,Expansion N,Expansion Mean,Explicit N,Explicit Mean,Implicit N,Implicit Mean,Conjunction N,Conjunction Mean,Condition N,Condition Mean,Cause N,Cause Mean,Concession N,Concession Mean,Asynchronous N,Asynchronous Mean,Alternative N,Alternative Mean,Contrast N,Contrast Mean,Restatement N,Restatement Mean,Synchrony N,Synchrony Mean,List N,List Mean,Instantiation N,Instantiation Mean,Pragmatic_condition N,Pragmatic_condition Mean,Exception N,Exception Mean,Pragmatic_contrast N,Pragmatic_contrast Mean,Pragmatic_concession N,Pragmatic_concession Mean,Pragmatic_cause N,Pragmatic_cause Mean,total lines
W_IDN_PTJ0_183_B1_1.txt.pipe,Jobs,IDN,B1_1,1,0.09,9,0.82,0,0,1,0.09,11,1,0,0,1,0.09,2,0.18,7,0.64,0,0,0,0,0,0,0,0,0,0,1,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
W_IDN_PTJ0_140_B1_1.txt.pipe,Jobs,IDN,B1_1,1,0.08,4,0.33,2,0.17,5,0.42,12,1,0,0,5,0.42,2,0.17,2,0.17,1,0.08,1,0.08,0,0,1,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
W_IDN_SMK0_163_B1_1.txt.pipe,Smoking,IDN,B1_1,2,0.15,8,0.62,1,0.08,2,0.15,13,1,0,0,2,0.15,3,0.23,5,0.38,0,0,1,0.08,0,0,1,0.08,0,0,1,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
W_IDN_PTJ0_120_B1_1.txt.pipe,Jobs,IDN,B1_1,3,0.27,6,0.55,0,0,2,0.18,11,1,0,0,2,0.18,0,0,6,0.55,0,0,2,0.18,0,0,0,0,0,0,1,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
W_IDN_SMK0_140_B1_1.txt.pipe,Smoking,IDN,B1_1,0,0,1,0.17,2,0.33,3,0.5,6,1,0,0,3,0.5,1,0.17,0,0,1,0.17,0,0,0,0,1,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
W_IDN_SMK0_106_B1_1.txt.pipe,Smoking,IDN,B1_1,1,0.06,8,0.5,1,0.06,6,0.38,16,1,0,0,6,0.38,1,0.06,7,0.44,0,0,0,0,0,0,1,0.06,0,0,1,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
W_IDN_PTJ0_011_B1_1.txt.pipe,Jobs,IDN,B1_1,2,0.4,2,0.4,0,0,1,0.2,5,1,0,0,1,0.2,2,0.4,0,0,0,0,2,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
W_IDN_SMK0_102_B1_1.txt.pipe,Smoking,IDN,B1_1,1,0.14,3,0.43,2,0.29,1,0.14,7,1,0,0,1,0.14,1,0.14,2,0.29,0,0,0,0,0,0,2,0.29,0,0,1,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
W_IDN_SMK0_121_B1_1.txt.pipe,Smoking,IDN,B1_1,3,0.3,1,0.1,2,0.2,4,0.4,10,1,0,0,4,0.4,0,0,1,0.1,0,0,0,0,0,0,2,0.2,0,0,3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
W_IDN_PTJ0_007_B1_1.txt.pipe,Jobs,IDN,B1_1,2,0.4,1,0.2,0,0,2,0.4,5,1,0,0,2,0.4,0,0,1,0.2,0,0,1,0.2,0,0,0,0,0,0,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
W_IDN_SMK0_011_B1_1.txt.pipe,Smoking,IDN,B1_1,2,0.29,1,0.14,3,0.43,1,0.14,7,1,0,0,1,0.14,0,0,1,0.14,3,0.43,0,0,0,0,0,0,0,0,2,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
W_IDN_PTJ0_084_B1_1.txt.pipe,Jobs,IDN,B1_1,1,0.07,7,0.47,3,0.2,4,0.27,15,1,0,0,2,0.13,3,0.2,4,0.27,0,0,1,0.07,0,0,3,0.2,0,0,0,0,0,0,2,0.13,0,0,0,0,0,0,0,0,0,0,15
W_IDN_SMK0_139_B1_1.txt.pipe,Smoking,IDN,B1_1,1,0.08,6,0.5,0,0,5,0.42,12,1,0,0,5,0.42,1,0.08,5,0.42,0,0,0,0,0,0,0,0,0,0,1,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
W_IDN_PTJ0_036_B1_1.txt.pipe,Jobs,IDN,B1_1,5,0.56,2,0.22,0,0,2,0.22,9,1,0,0,2,0.22,0,0,2,0.22,0,0,1,0.11,0,0,0,0,0,0,4,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
W_IDN_PTJ0_038_B1_1.txt.pipe,Jobs,IDN,B1_1,4,0.22,8,0.44,1,0.06,5,0.28,18,1,0,0,4,0.22,1,0.06,7,0.39,0,0,2,0.11,1,0.06,1,0.06,0,0,2,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
W_IDN_SMK0_144_B1_1.txt.pipe,Smoking,IDN,B1_1,1,0.12,3,0.38,3,0.38,1,0.12,8,1,0,0,1,0.12,0,0,3,0.38,1,0.12,0,0,0,0,2,0.25,0,0,1,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
W_IDN_PTJ0_105_B1_1.txt.pipe,Jobs,IDN,B1_1,1,0.25,0,0,3,0.75,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.75,0,0,1,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
W_IDN_PTJ0_041_B1_1.txt.pipe,Jobs,IDN,B1_1,0,0,2,0.4,0,0,3,0.6,5,1,0,0,3,0.6,0,0,2,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
W_IDN_SMK0_055_B1_1.txt.pipe,Smoking,IDN,B1_1,1,0.07,7,0.5,3,0.21,3,0.21,14,1,0,0,3,0.21,3,0.21,4,0.29,0,0,0,0,0,0,3,0.21,0,0,1,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
W_IDN_PTJ0_200_B1_1.txt.pipe,Jobs,IDN,B1_1,0,0,6,0.5,3,0.25,3,0.25,12,1,0,0,3,0.25,2,0.17,4,0.33,0,0,0,0,0,0,3,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
W_IDN_PTJ0_014_B1_1.txt.pipe,Jobs,IDN,B1_1,0,0,8,0.62,0,0,5,0.38,13,1,0,0,5,0.38,2,0.15,6,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
W_IDN_PTJ0_138_B1_1.txt.pipe,Jobs,IDN,B1_1,0,0,5,0.71,1,0.14,1,0.14,7,1,0,0,1,0.14,2,0.29,3,0.43,0,0,0,0,0,0,1,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
W_IDN_SMK0_018_B1_1.txt.pipe,Smoking,IDN,B1_1,0,0,6,0.5,2,0.17,4,0.33,12,1,0,0,3,0.25,3,0.25,3,0.25,0,0,0,0,0,0,2,0.17,0,0,0,0,0,0,1,0.08,0,0,0,0,0,0,0,0,0,0,12
W_IDN_PTJ0_003_B1_1.txt.pipe,Jobs,IDN,B1_1,3,0.23,6,0.46,1,0.08,3,0.23,13,1,0,0,3,0.23,3,0.23,3,0.23,0,0,2,0.15,0,0,1,0.08,0,0,1,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
W_IDN_SMK0_093_B1_1.txt.pipe,Smoking,IDN,B1_1,0,0,3,0.27,1,0.09,7,0.64,11,1,0,0,7,0.64,1,0.09,2,0.18,0,0,0,0,0,0,1,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
W_IDN_SMK0_146_B1_1.txt.pipe,Smoking,IDN,B1_1,0,0,4,0.67,1,0.17,1,0.17,6,1,0,0,1,0.17,1,0.17,3,0.5,0,0,0,0,0,0,1,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
W_IDN_PTJ0_144_B1_1.txt.pipe,Jobs,IDN,B1_1,1,0.09,4,0.36,1,0.09,5,0.45,11,1,0,0,5,0.45,0,0,4,0.36,0,0,0,0,0,0,1,0.09,0,0,1,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
W_IDN_PTJ0_057_B1_1.txt.pipe,Jobs,IDN,B1_1,2,0.2,3,0.3,1,0.1,4,0.4,10,1,0,0,4,0.4,0,0,3,0.3,0,0,2,0.2,0,0,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
W_IDN_PTJ0_092_B1_1.txt.pipe,Jobs,IDN,B1_1,3,0.21,2,0.14,0,0,9,0.64,14,1,0,0,5,0.36,1,0.07,1,0.07,0,0,2,0.14,3,0.21,0,0,0,0,1,0.07,0,0,1,0.07,0,0,0,0,0,0,0,0,0,0,14
W_IDN_PTJ0_053_B1_1.txt.pipe,Jobs,IDN,B1_1,0,0,2,0.33,2,0.33,2,0.33,6,1,0,0,2,0.33,0,0,2,0.33,0,0,0,0,0,0,2,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
W_IDN_SMK0_067_B1_1.txt.pipe,Smoking,IDN,B1_1,2,0.22,3,0.33,0,0,4,0.44,9,1,0,0,4,0.44,1,0.11,2,0.22,0,0,0,0,0,0,0,0,0,0,2,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
W_IDN_SMK0_174_B1_1.txt.pipe,Smoking,IDN,B1_1,1,0.11,4,0.44,2,0.22,2,0.22,9,1,0,0,2,0.22,1,0.11,3,0.33,1,0.11,0,0,0,0,1,0.11,0,0,1,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
W_IDN_SMK0_041_B1_1.txt.pipe,Smoking,IDN,B1_1,0,0,4,0.4,3,0.3,3,0.3,10,1,0,0,3,0.3,0,0,4,0.4,0,0,0,0,0,0,3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
W_IDN_PTJ0_093_B1_1.txt.pipe,Jobs,IDN,B1_1,1,0.1,4,0.4,0,0,5,0.5,10,1,0,0,5,0.5,0,0,4,0.4,0,0,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
W_IDN_SMK0_143_B1_1.txt.pipe,Smoking,IDN,B1_1,1,0.2,2,0.4,0,0,2,0.4,5,1,0,0,1,0.2,1,0.2,1,0.2,0,0,0,0,1,0.2,0,0,0,0,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
W_IDN_SMK0_014_B1_1.txt.pipe,Smoking,IDN,B1_1,0,0,4,0.8,0,0,1,0.2,5,1,0,0,1,0.2,0,0,4,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
W_IDN_PTJ0_004_B1_1.txt.pipe,Jobs,IDN,B1_1,1,0.07,10,0.71,1,0.07,2,0.14,14,1,0,0,2,0.14,3,0.21,7,0.5,0,0,0,0,0,0,1,0.07,0,0,1,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
W_IDN_SMK0_118_B1_1.txt.pipe,Smoking,IDN,B1_1,3,0.2,8,0.53,2,0.13,2,0.13,15,1,0,0,2,0.13,5,0.33,3,0.2,0,0,1,0.07,0,0,2,0.13,0,0,2,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
W_IDN_SMK0_125_B1_1.txt.pipe,Smoking,IDN,B1_1,2,0.14,9,0.64,0,0,3,0.21,14,1,0,0,3,0.21,6,0.43,3,0.21,0,0,2,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
W_IDN_SMK0_038_B1_1.txt.pipe,Smoking,IDN,B1_1,3,0.18,6,0.35,2,0.12,6,0.35,17,1,0,0,6,0.35,1,0.06,5,0.29,0,0,1,0.06,0,0,2,0.12,0,0,2,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
W_IDN_PTJ0_018_B1_1.txt.pipe,Jobs,IDN,B1_1,1,0.06,7,0.44,1,0.06,7,0.44,16,1,0,0,7,0.44,4,0.25,3,0.19,0,0,1,0.06,0,0,1,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
W_IDN_SMK0_122_B1_1.txt.pipe,Smoking,IDN,B1_1,0,0,8,0.57,0,0,6,0.43,14,1,0,0,5,0.36,1,0.07,7,0.5,0,0,0,0,1,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
W_IDN_PTJ0_134_B1_1.txt.pipe,Jobs,IDN,B1_1,0,0,4,0.67,2,0.33,0,0,6,1,0,0,0,0,0,0,4,0.67,0,0,0,0,0,0,2,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
W_IDN_PTJ0_047_B1_1.txt.pipe,Jobs,IDN,B1_1,2,0.25,3,0.38,0,0,3,0.38,8,1,0,0,3,0.38,2,0.25,1,0.12,0,0,1,0.12,0,0,0,0,0,0,1,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
W_IDN_SMK0_056_B1_1.txt.pipe,Smoking,IDN,B1_1,0,0,2,0.29,0,0,5,0.71,7,1,0,0,5,0.71,2,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
W_IDN_PTJ0_124_B1_1.txt.pipe,Jobs,IDN,B1_1,0,0,14,0.7,1,0.05,5,0.25,20,1,0,0,5,0.25,6,0.3,8,0.4,0,0,0,0,0,0,1,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
W_IDN_PTJ0_001_B1_1.txt.pipe,Jobs,IDN,B1_1,2,0.14,11,0.79,0,0,1,0.07,14,1,0,0,1,0.07,4,0.29,7,0.5,0,0,1,0.07,0,0,0,0,0,0,1,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
W_IDN_PTJ0_174_B1_1.txt.pipe,Jobs,IDN,B1_1,1,0.14,3,0.43,1,0.14,2,0.29,7,1,0,0,1,0.14,0,0,3,0.43,0,0,0,0,0,0,1,0.14,0,0,1,0.14,0,0,1,0.14,0,0,0,0,0,0,0,0,0,0,7
W_IDN_PTJ0_162_B1_1.txt.pipe,Jobs,IDN,B1_1,0,0,4,0.4,6,0.6,0,0,10,1,0,0,0,0,2,0.2,2,0.2,1,0.1,0,0,0,0,5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
W_IDN_SMK0_162_B1_1.txt.pipe,Smoking,IDN,B1_1,0,0,5,0.42,4,0.33,3,0.25,12,1,0,0,3,0.25,1,0.08,4,0.33,0,0,0,0,0,0,4,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
W_IDN_SMK0_129_B1_1.txt.pipe,Smoking,IDN,B1_1,3,0.18,8,0.47,3,0.18,3,0.18,17,1,0,0,3,0.18,1,0.06,7,0.41,1,0.06,3,0.18,0,0,2,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
W_IDN_PTJ0_026_B1_1.txt.pipe,Jobs,IDN,B1_1,0,0,5,0.42,2,0.17,5,0.42,12,1,0,0,4,0.33,4,0.33,1,0.08,0,0,0,0,1,0.08,2,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
W_IDN_PTJ0_055_B1_1.txt.pipe,Jobs,IDN,B1_1,0,0,4,0.57,0,0,3,0.43,7,1,0,0,3,0.43,1,0.14,3,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
W_IDN_PTJ0_116_B1_1.txt.pipe,Jobs,IDN,B1_1,1,0.07,5,0.36,2,0.14,6,0.43,14,1,0,0,5,0.36,0,0,5,0.36,0,0,1,0.07,1,0.07,2,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
W_IDN_SMK0_007_B1_1.txt.pipe,Smoking,IDN,B1_1,0,0,5,1,0,0,0,0,5,1,0,0,0,0,2,0.4,3,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
W_IDN_SMK0_124_B1_1.txt.pipe,Smoking,IDN,B1_1,0,0,10,0.67,2,0.13,3,0.2,15,1,0,0,1,0.07,4,0.27,6,0.4,0,0,0,0,1,0.07,2,0.13,0,0,0,0,0,0,1,0.07,0,0,0,0,0,0,0,0,0,0,15
W_IDN_SMK0_032_B1_1.txt.pipe,Smoking,IDN,B1_1,2,0.2,3,0.3,2,0.2,3,0.3,10,1,0,0,3,0.3,0,0,3,0.3,0,0,0,0,0,0,2,0.2,0,0,2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
W_IDN_SMK0_123_B1_1.txt.pipe,Smoking,IDN,B1_1,0,0,5,0.56,2,0.22,2,0.22,9,1,0,0,2,0.22,1,0.11,4,0.44,1,0.11,0,0,0,0,1,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
W_IDN_SMK0_089_B1_1.txt.pipe,Smoking,IDN,B1_1,1,0.09,5,0.45,2,0.18,3,0.27,11,1,0,0,3,0.27,1,0.09,4,0.36,1,0.09,1,0.09,0,0,1,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
W_IDN_SMK0_157_B1_1.txt.pipe,Smoking,IDN,B1_1,0,0,3,0.6,1,0.2,1,0.2,5,1,0,0,1,0.2,1,0.2,2,0.4,0,0,0,0,0,0,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
W_IDN_PTJ0_139_B1_1.txt.pipe,Jobs,IDN,B1_1,0,0,4,0.5,3,0.38,1,0.12,8,1,0,0,1,0.12,0,0,4,0.5,1,0.12,0,0,0,0,2,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
W_IDN_SMK0_084_B1_1.txt.pipe,Smoking,IDN,B1_1,1,0.11,4,0.44,2,0.22,2,0.22,9,1,0,0,2,0.22,1,0.11,3,0.33,0,0,1,0.11,0,0,2,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
W_IDN_PTJ0_074_B1_1.txt.pipe,Jobs,IDN,B1_1,3,0.12,12,0.46,5,0.19,6,0.23,26,1,0,0,3,0.12,5,0.19,7,0.27,0,0,2,0.08,3,0.12,5,0.19,0,0,1,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
W_IDN_PTJ0_067_B1_1.txt.pipe,Jobs,IDN,B1_1,1,0.2,1,0.2,0,0,3,0.6,5,1,0,0,1,0.2,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2,0,0,2,0.4,0,0,0,0,0,0,0,0,0,0,5
W_IDN_PTJ0_013_B1_1.txt.pipe,Jobs,IDN,B1_1,0,0,1,0.33,1,0.33,1,0.33,3,1,0,0,0,0,0,0,1,0.33,0,0,0,0,0,0,1,0.33,0,0,0,0,0,0,1,0.33,0,0,0,0,0,0,0,0,0,0,3
W_IDN_SMK0_051_B1_1.txt.pipe,Smoking,IDN,B1_1,0,0,7,0.7,2,0.2,1,0.1,10,1,0,0,1,0.1,5,0.5,2,0.2,0,0,0,0,0,0,2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
W_IDN_PTJ0_141_B1_1.txt.pipe,Jobs,IDN,B1_1,1,0.1,2,0.2,2,0.2,5,0.5,10,1,0,0,3,0.3,1,0.1,1,0.1,0,0,0,0,0,0,2,0.2,1,0.1,1,0.1,0,0,1,0.1,0,0,0,0,0,0,0,0,0,0,10
W_IDN_SMK0_057_B1_1.txt.pipe,Smoking,IDN,B1_1,2,0.15,3,0.23,2,0.15,6,0.46,13,1,0,0,5,0.38,1,0.08,2,0.15,1,0.08,0,0,0,0,1,0.08,1,0.08,2,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
W_IDN_SMK0_087_B1_1.txt.pipe,Smoking,IDN,B1_1,1,0.09,6,0.55,1,0.09,3,0.27,11,1,0,0,3,0.27,3,0.27,3,0.27,0,0,1,0.09,0,0,1,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
W_IDN_SMK0_200_B1_1.txt.pipe,Smoking,IDN,B1_1,0,0,6,0.5,1,0.08,5,0.42,12,1,0,0,5,0.42,2,0.17,4,0.33,0,0,0,0,0,0,1,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
W_IDN_PTJ0_096_B1_1.txt.pipe,Jobs,IDN,B1_1,0,0,3,0.5,2,0.33,1,0.17,6,1,0,0,0,0,1,0.17,2,0.33,0,0,0,0,1,0.17,2,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
W_IDN_SMK0_002_B1_1.txt.pipe,Smoking,IDN,B1_1,0,0,7,0.5,0,0,7,0.5,14,1,0,0,6,0.43,2,0.14,5,0.36,0,0,0,0,1,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
W_IDN_PTJ0_030_B1_1.txt.pipe,Jobs,IDN,B1_1,1,0.14,4,0.57,0,0,2,0.29,7,1,0,0,2,0.29,0,0,4,0.57,0,0,1,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
W_IDN_PTJ0_170_B1_1.txt.pipe,Jobs,IDN,B1_1,0,0,6,0.75,0,0,2,0.25,8,1,0,0,2,0.25,1,0.12,5,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
W_IDN_SMK0_112_B1_1.txt.pipe,Smoking,IDN,B1_1,0,0,5,0.83,0,0,1,0.17,6,1,0,0,1,0.17,1,0.17,4,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
W_IDN_PTJ0_122_B1_1.txt.pipe,Jobs,IDN,B1_1,0,0,7,0.88,0,0,1,0.12,8,1,0,0,1,0.12,3,0.38,4,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
W_IDN_PTJ0_175_B1_1.txt.pipe,Jobs,IDN,B1_1,3,0.43,2,0.29,1,0.14,1,0.14,7,1,0,0,1,0.14,0,0,2,0.29,0,0,3,0.43,0,0,1,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
W_IDN_SMK0_083_B1_1.txt.pipe,Smoking,IDN,B1_1,0,0,4,1,0,0,0,0,4,1,0,0,0,0,1,0.25,3,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
W_IDN_SMK0_105_B1_1.txt.pipe,Smoking,IDN,B1_1,2,0.15,4,0.31,2,0.15,5,0.38,13,1,0,0,4,0.31,0,0,4,0.31,1,0.08,0,0,1,0.08,1,0.08,0,0,2,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
W_IDN_PTJ0_176_B1_1.txt.pipe,Jobs,IDN,B1_1,1,0.17,2,0.33,0,0,3,0.5,6,1,0,0,2,0.33,0,0,2,0.33,0,0,0,0,0,0,0,0,0,0,1,0.17,0,0,1,0.17,0,0,0,0,0,0,0,0,0,0,6
W_IDN_SMK0_141_B1_1.txt.pipe,Smoking,IDN,B1_1,1,0.06,4,0.24,4,0.24,8,0.47,17,1,0,0,8,0.47,2,0.12,2,0.12,1,0.06,1,0.06,0,0,3,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
W_IDN_SMK0_005_B1_1.txt.pipe,Smoking,IDN,B1_1,0,0,11,0.79,1,0.07,2,0.14,14,1,0,0,2,0.14,1,0.07,10,0.71,0,0,0,0,0,0,1,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
W_IDN_PTJ0_109_B1_1.txt.pipe,Jobs,IDN,B1_1,2,0.2,3,0.3,1,0.1,4,0.4,10,1,0,0,4,0.4,1,0.1,2,0.2,0,0,1,0.1,0,0,1,0.1,0,0,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
W_IDN_PTJ0_059_B1_1.txt.pipe,Jobs,IDN,B1_1,1,0.14,2,0.29,0,0,4,0.57,7,1,0,0,4,0.57,0,0,2,0.29,0,0,1,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
W_IDN_PTJ0_185_B1_1.txt.pipe,Jobs,IDN,B1_1,0,0,5,0.5,1,0.1,4,0.4,10,1,0,0,2,0.2,1,0.1,4,0.4,0,0,0,0,1,0.1,1,0.1,0,0,0,0,0,0,1,0.1,0,0,0,0,0,0,0,0,0,0,10
W_IDN_PTJ0_145_B1_1.txt.pipe,Jobs,IDN,B1_1,2,0.17,6,0.5,0,0,4,0.33,12,1,0,0,4,0.33,2,0.17,4,0.33,0,0,1,0.08,0,0,0,0,0,0,1,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
W_IDN_PTJ0_056_B1_1.txt.pipe,Jobs,IDN,B1_1,0,0,6,0.67,1,0.11,2,0.22,9,1,0,0,2,0.22,3,0.33,3,0.33,0,0,0,0,0,0,1,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
W_IDN_PTJ0_146_B1_1.txt.pipe,Jobs,IDN,B1_1,0,0,2,0.29,1,0.14,4,0.57,7,1,0,0,4,0.57,1,0.14,1,0.14,0,0,0,0,0,0,1,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
W_IDN_PTJ0_157_B1_1.txt.pipe,Jobs,IDN,B1_1,2,0.22,4,0.44,2,0.22,1,0.11,9,1,0,0,1,0.11,2,0.22,2,0.22,0,0,0,0,0,0,2,0.22,0,0,2,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
W_IDN_SMK0_109_B1_1.txt.pipe,Smoking,IDN,B1_1,1,0.17,1,0.17,2,0.33,2,0.33,6,1,0,0,2,0.33,1,0.17,0,0,0,0,0,0,0,0,2,0.33,0,0,1,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
W_IDN_PTJ0_002_B1_1.txt.pipe,Jobs,IDN,B1_1,3,0.23,5,0.38,0,0,5,0.38,13,1,0,0,5,0.38,0,0,5,0.38,0,0,2,0.15,0,0,0,0,0,0,1,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
W_IDN_SMK0_016_B1_1.txt.pipe,Smoking,IDN,B1_1,1,0.06,6,0.35,2,0.12,8,0.47,17,1,0,0,8,0.47,2,0.12,4,0.24,0,0,0,0,0,0,2,0.12,0,0,1,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
W_IDN_SMK0_092_B1_1.txt.pipe,Smoking,IDN,B1_1,3,0.38,2,0.25,0,0,3,0.38,8,1,0,0,2,0.25,1,0.12,1,0.12,0,0,1,0.12,0,0,0,0,0,0,2,0.25,0,0,1,0.12,0,0,0,0,0,0,0,0,0,0,8
W_IDN_SMK0_116_B1_1.txt.pipe,Smoking,IDN,B1_1,1,0.1,4,0.4,0,0,5,0.5,10,1,0,0,3,0.3,1,0.1,3,0.3,0,0,1,0.1,1,0.1,0,0,0,0,0,0,0,0,1,0.1,0,0,0,0,0,0,0,0,0,0,10
