file,Essay Type,Country,TOEFL,,Edited?,ID,Elaboration N,Elaboration %,Same-Unit N,Same-Unit %,Attribution N,Attribution %,Joint N,Joint %,Enablement N,Enablement %,Background N,Background %,Comparison N,Comparison %,Contrast N,Contrast %,Manner-Means N,Manner-Means %,Temporal N,Temporal %,Condition N,Condition %,Summary N,Summary %,Cause N,Cause %,Topic-Comment N,Topic-Comment %,Evaluation N,Evaluation %,Explanation N,Explanation %,Textual-Organization N,Textual-Organization %,Topic-Change N,Topic-Change %,total lines
106i_AR_1_TKY_1_M_10069_PRD.txt.json,Argumentative,TKY,92,B2,1,10069,41,0.77,4,0.08,2,0.04,2,0.04,1,0.02,1,0.02,0,0,2,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53
106i_AR_1_CHN_1_M_10864_PRD.txt.json,Argumentative,CHN,88,B2,1,10864,108,0.52,12,0.06,3,0.01,21,0.1,5,0.02,7,0.03,2,0.01,14,0.07,0,0,2,0.01,2,0.01,0,0,17,0.08,0,0,0,0,13,0.06,0,0,0,0,206
106i_AR_1_SAU_1_F_11120_PRD.txt.json,Argumentative,SAU,NA,A2,1,11120,119,0.59,20,0.1,19,0.1,11,0.06,6,0.03,3,0.01,0,0,7,0.04,0,0,1,0.01,5,0.03,1,0.01,0,0,0,0,0,0,8,0.04,0,0,0,0,200
106i_AR_F_CHN_1_M_10127_PRD.txt.json,Argumentative,CHN,98,B2,1,10127,117,0.65,6,0.03,7,0.04,21,0.12,5,0.03,5,0.03,0,0,2,0.01,0,0,4,0.02,7,0.04,0,0,0,0,0,0,0,0,7,0.04,0,0,0,0,181
106i_AR_1_CHN_4_F_10145_PRD.txt.json,Argumentative,CHN,105,B2,1,10145,130,0.56,18,0.08,13,0.06,23,0.1,8,0.03,6,0.03,6,0.03,2,0.01,0,0,0,0,3,0.01,3,0.01,2,0.01,0,0,0,0,17,0.07,0,0,0,0,231
106i_AR_F_CHN_2_F_10248_PRD.txt.json,Argumentative,CHN,89,B2,1,10248,108,0.61,14,0.08,13,0.07,17,0.1,5,0.03,1,0.01,2,0.01,7,0.04,0,0,1,0.01,4,0.02,0,0,2,0.01,0,0,0,0,3,0.02,0,0,0,0,177
106i_AR_1_CHN_1_F_10050_PRD.txt.json,Argumentative,CHN,NA,A2,1,10050,39,0.74,0,0,5,0.09,6,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.06,0,0,0,0,53
106i_AR_1_KOR_1_M_11068_PRD.txt.json,Argumentative,KOR,92,B2,1,11068,151,0.6,14,0.06,13,0.05,34,0.14,4,0.02,7,0.03,1,0,9,0.04,0,0,0,0,1,0,1,0,6,0.02,0,0,0,0,9,0.04,0,0,0,0,250
106i_AR_F_CHN_1_M_10173_PRD.txt.json,Argumentative,CHN,86,B1_2,1,10173,131,0.63,20,0.1,18,0.09,10,0.05,9,0.04,6,0.03,0,0,3,0.01,0,0,0,0,2,0.01,0,0,2,0.01,0,0,0,0,6,0.03,0,0,0,0,207
105_AR_F_USA_NA_NA_10727_NAU.txt.json,Argumentative,USA,NA,C2,F,10727,256,0.58,26,0.06,24,0.05,59,0.13,16,0.04,10,0.02,0,0,19,0.04,0,0,2,0,7,0.02,6,0.01,8,0.02,0,0,0,0,9,0.02,0,0,0,0,442
106i_AR_1_CHN_1_F_10859_PRD.txt.json,Argumentative,CHN,98,B2,1,10859,139,0.64,14,0.06,27,0.12,7,0.03,2,0.01,2,0.01,2,0.01,4,0.02,0,0,0,0,3,0.01,0,0,2,0.01,0,0,0,0,14,0.06,0,0,0,0,216
106i_AR_1_KOR_1_M_10405_PRD.txt.json,Argumentative,KOR,NA,A2,1,10405,96,0.51,28,0.15,16,0.08,15,0.08,3,0.02,3,0.02,1,0.01,3,0.02,0,0,0,0,7,0.04,0,0,5,0.03,0,0,0,0,12,0.06,0,0,0,0,189
106i_AR_F_CHN_1_F_10085_PRD.txt.json,Argumentative,CHN,96,B2,1,10085,102,0.68,6,0.04,11,0.07,12,0.08,2,0.01,0,0,0,0,4,0.03,0,0,1,0.01,2,0.01,0,0,2,0.01,0,0,0,0,8,0.05,0,0,0,0,150
106i_AR_1_CHN_2_M_10360_PRD.txt.json,Argumentative,CHN,99,B2,1,10360,72,0.59,10,0.08,7,0.06,6,0.05,3,0.02,1,0.01,0,0,5,0.04,0,0,0,0,3,0.02,0,0,2,0.02,0,0,0,0,13,0.11,0,0,0,0,122
106i_AR_1_CHN_1_F_10916_PRD.txt.json,Argumentative,CHN,84,B1_2,1,10916,99,0.67,12,0.08,8,0.05,10,0.07,6,0.04,5,0.03,1,0.01,4,0.03,0,0,1,0.01,0,0,0,0,1,0.01,0,0,0,0,1,0.01,0,0,0,0,148
106i_AR_F_CHN_1_M_10685_PRD.txt.json,Argumentative,CHN,93,B2,1,10685,128,0.65,10,0.05,16,0.08,12,0.06,5,0.03,5,0.03,1,0.01,3,0.02,0,0,0,0,2,0.01,2,0.01,3,0.02,0,0,0,0,10,0.05,0,0,0,0,197
106i_AR_F_CHN_1_M_10175_PRD.txt.json,Argumentative,CHN,101,B2,1,10175,157,0.67,10,0.04,14,0.06,28,0.12,1,0,5,0.02,2,0.01,5,0.02,0,0,0,0,1,0,2,0.01,4,0.02,0,0,0,0,5,0.02,0,0,0,0,234
106i_AR_1_CHN_1_F_11167_PRD.txt.json,Argumentative,CHN,NA,A2,1,11167,102,0.59,14,0.08,10,0.06,16,0.09,1,0.01,4,0.02,1,0.01,10,0.06,0,0,1,0.01,2,0.01,0,0,1,0.01,0,0,0,0,10,0.06,0,0,0,0,172
106i_AR_F_CHN_1_M_10137_PRD.txt.json,Argumentative,CHN,105,B2,1,10137,138,0.6,16,0.07,7,0.03,22,0.1,4,0.02,8,0.03,1,0,12,0.05,0,0,1,0,4,0.02,2,0.01,4,0.02,0,0,0,0,10,0.04,0,0,0,0,229
106i_AR_1_KOR_1_M_10629_PRD.txt.json,Argumentative,KOR,99,B2,1,10629,207,0.69,11,0.04,16,0.05,30,0.1,3,0.01,3,0.01,1,0,11,0.04,0,0,2,0.01,4,0.01,1,0,3,0.01,0,0,0,0,9,0.03,0,0,0,0,301
106i_AR_F_CHN_1_M_10333_PRD.txt.json,Argumentative,CHN,98,B2,1,10333,81,0.56,10,0.07,10,0.07,16,0.11,7,0.05,2,0.01,0,0,6,0.04,0,0,0,0,4,0.03,0,0,2,0.01,0,0,0,0,7,0.05,0,0,0,0,145
105_AR_F_USA_NA_NA_10729_NAU.txt.json,Argumentative,USA,NA,C2,F,10729,266,0.61,32,0.07,26,0.06,38,0.09,10,0.02,12,0.03,0,0,8,0.02,0,0,5,0.01,7,0.02,1,0,11,0.03,0,0,0,0,19,0.04,0,0,0,0,435
105_AR_F_USA_NA_NA_10772_NAU.txt.json,Argumentative,USA,NA,C2,F,10772,275,0.6,45,0.1,24,0.05,45,0.1,6,0.01,9,0.02,0,0,21,0.05,0,0,2,0,4,0.01,5,0.01,5,0.01,0,0,1,0,16,0.03,0,0,0,0,458
106i_AR_F_IND_4_M_11039_PRD.txt.json,Argumentative,IND,94,B2,F,11039,89,0.65,8,0.06,7,0.05,18,0.13,3,0.02,3,0.02,0,0,4,0.03,0,0,0,0,1,0.01,0,0,2,0.01,0,0,0,0,2,0.01,0,0,0,0,137
106i_AR_F_CHN_1_M_10466_PRD.txt.json,Argumentative,CHN,101,B2,1,10466,130,0.69,18,0.1,8,0.04,10,0.05,6,0.03,2,0.01,1,0.01,7,0.04,0,0,0,0,2,0.01,0,0,0,0,0,0,1,0.01,4,0.02,0,0,0,0,189
106i_AR_1_CHN_1_M_10313_PRD.txt.json,Argumentative,CHN,89,B2,1,10313,98,0.63,14,0.09,11,0.07,6,0.04,1,0.01,4,0.03,0,0,5,0.03,0,0,0,0,1,0.01,0,0,1,0.01,0,0,2,0.01,12,0.08,0,0,0,0,155
106i_AR_F_CHN_1_M_10485_PRD.txt.json,Argumentative,CHN,96,B2,F,10485,78,0.61,8,0.06,5,0.04,10,0.08,1,0.01,8,0.06,0,0,6,0.05,0,0,0,0,1,0.01,0,0,0,0,0,0,0,0,11,0.09,0,0,0,0,128
105_AR_F_USA_NA_NA_10641_NAU.txt.json,Argumentative,USA,83,C2,1,10641,218,0.58,20,0.05,14,0.04,58,0.15,4,0.01,9,0.02,1,0,17,0.05,0,0,2,0.01,8,0.02,1,0,4,0.01,0,0,1,0,18,0.05,0,0,0,0,375
106i_AR_1_CHN_1_F_10163_PRD.txt.json,Argumentative,CHN,98,B2,1,10163,113,0.6,20,0.11,5,0.03,14,0.07,8,0.04,6,0.03,0,0,1,0.01,0,0,0,0,2,0.01,1,0.01,2,0.01,0,0,0,0,17,0.09,0,0,0,0,189
106i_AR_F_CHN_1_F_10783_PRD.txt.json,Argumentative,CHN,89,B2,1,10783,144,0.66,14,0.06,9,0.04,24,0.11,6,0.03,4,0.02,1,0,10,0.05,0,0,2,0.01,1,0,0,0,0,0,0,0,0,0,4,0.02,0,0,0,0,219
106i_AR_F_IDN_1_M_10615_PRD.txt.json,Argumentative,IDN,NA,A2,F,10615,118,0.62,14,0.07,15,0.08,12,0.06,6,0.03,8,0.04,0,0,3,0.02,0,0,1,0.01,5,0.03,0,0,4,0.02,0,0,0,0,5,0.03,0,0,0,0,191
106i_AR_F_MYS_2_F_11057_PRD.txt.json,Argumentative,MYS,108,B2,1,11057,114,0.63,28,0.15,13,0.07,8,0.04,6,0.03,5,0.03,2,0.01,0,0,0,0,0,0,0,0,2,0.01,0,0,0,0,0,0,4,0.02,0,0,0,0,182
105_AR_F_USA_NA_NA_10756_NAU.txt.json,Argumentative,USA,103,C2,1,10756,242,0.61,25,0.06,16,0.04,48,0.12,7,0.02,4,0.01,4,0.01,14,0.04,0,0,1,0,2,0.01,1,0,3,0.01,0,0,0,0,30,0.08,0,0,0,0,397
106i_AR_F_KOR_1_M_10120_PRD.txt.json,Argumentative,KOR,NA,A2,1,10120,69,0.52,8,0.06,8,0.06,20,0.15,2,0.02,5,0.04,0,0,7,0.05,0,0,0,0,2,0.02,0,0,1,0.01,0,0,0,0,11,0.08,0,0,0,0,133
106i_AR_1_CHN_1_F_10241_PRD.txt.json,Argumentative,CHN,80,B1_2,1,10241,127,0.71,9,0.05,14,0.08,10,0.06,5,0.03,5,0.03,2,0.01,3,0.02,0,0,0,0,1,0.01,0,0,1,0.01,0,0,0,0,2,0.01,0,0,0,0,179
106i_AR_1_IND_1_F_11162_PRD.txt.json,Argumentative,IND,NA,A2,1,11162,89,0.74,2,0.02,5,0.04,10,0.08,3,0.03,2,0.02,0,0,2,0.02,0,0,1,0.01,3,0.03,0,0,1,0.01,0,0,0,0,2,0.02,0,0,0,0,120
106i_AR_1_IND_1_F_11143_PRD.txt.json,Argumentative,IND,NA,A2,1,11143,134,0.73,6,0.03,20,0.11,6,0.03,1,0.01,2,0.01,0,0,5,0.03,0,0,0,0,2,0.01,0,0,1,0.01,0,0,0,0,7,0.04,0,0,0,0,184
106i_AR_F_CHN_1_F_10496_PRD.txt.json,Argumentative,CHN,105,B2,1,10496,154,0.6,29,0.11,7,0.03,35,0.14,5,0.02,1,0,1,0,10,0.04,0,0,0,0,5,0.02,0,0,1,0,0,0,0,0,8,0.03,0,0,0,0,256
106i_AR_F_MYS_2_M_11132_PRD.txt.json,Argumentative,MYS,NA,A2,1,11132,92,0.66,4,0.03,6,0.04,8,0.06,5,0.04,7,0.05,1,0.01,6,0.04,0,0,0,0,2,0.01,0,0,2,0.01,0,0,0,0,7,0.05,0,0,0,0,140
106i_AR_1_CHN_1_F_10206_PRD.txt.json,Argumentative,CHN,97,B2,1,10206,115,0.57,23,0.11,10,0.05,21,0.1,10,0.05,4,0.02,0,0,0,0,0,0,0,0,3,0.01,1,0,1,0,0,0,2,0.01,12,0.06,0,0,0,0,202
105_AR_F_USA_NA_NA_10757_NAU.txt.json,Argumentative,USA,100,C2,1,10757,214,0.69,25,0.08,21,0.07,26,0.08,2,0.01,2,0.01,0,0,4,0.01,0,0,1,0,4,0.01,1,0,3,0.01,0,0,0,0,8,0.03,0,0,0,0,311
106i_AR_1_CHN_1_F_10896_PRD.txt.json,Argumentative,CHN,82,B1_2,1,10896,107,0.65,8,0.05,17,0.1,6,0.04,0,0,6,0.04,1,0.01,4,0.02,0,0,3,0.02,2,0.01,0,0,2,0.01,0,0,0,0,8,0.05,0,0,0,0,164
106i_AR_1_CHN_1_M_10064_PRD.txt.json,Argumentative,CHN,84,B1_2,1,10064,130,0.73,8,0.04,10,0.06,14,0.08,2,0.01,3,0.02,0,0,3,0.02,0,0,2,0.01,3,0.02,0,0,1,0.01,0,0,0,0,3,0.02,0,0,0,0,179
106i_AR_F_SDA_1_M_10076_PRD.txt.json,Argumentative,SDA,98,B2,1,10076,118,0.54,10,0.05,8,0.04,34,0.16,6,0.03,4,0.02,0,0,18,0.08,0,0,2,0.01,7,0.03,0,0,1,0,0,0,1,0,9,0.04,0,0,0,0,218
106i_AR_1_CHN_1_F_10000_PRD.txt.json,Argumentative,CHN,84,B1_2,1,10000,83,0.63,11,0.08,9,0.07,6,0.05,3,0.02,5,0.04,2,0.02,8,0.06,0,0,0,0,1,0.01,0,0,1,0.01,0,0,0,0,3,0.02,0,0,0,0,132
106i_AR_1_ESP_1_F_11092_PRD.txt.json,Argumentative,ESP,75,B1_2,1,11092,88,0.6,8,0.05,16,0.11,9,0.06,2,0.01,1,0.01,1,0.01,4,0.03,0,0,2,0.01,4,0.03,1,0.01,3,0.02,0,0,0,0,7,0.05,0,0,0,0,146
106i_AR_F_CHN_1_M_10318_PRD.txt.json,Argumentative,CHN,91,B2,1,10318,88,0.52,8,0.05,10,0.06,29,0.17,11,0.06,4,0.02,0,0,9,0.05,0,0,1,0.01,1,0.01,0,0,1,0.01,0,0,0,0,8,0.05,0,0,0,0,170
106i_AR_1_CHN_1_F_10204_PRD.txt.json,Argumentative,CHN,89,B2,1,10204,103,0.59,6,0.03,17,0.1,22,0.13,1,0.01,4,0.02,3,0.02,4,0.02,0,0,1,0.01,3,0.02,0,0,2,0.01,0,0,0,0,8,0.05,0,0,0,0,174
106i_AR_1_CHN_1_M_11137_PRD.txt.json,Argumentative,CHN,NA,A2,1,11137,79,0.59,4,0.03,12,0.09,16,0.12,2,0.02,1,0.01,0,0,10,0.08,0,0,1,0.01,0,0,1,0.01,2,0.02,0,0,0,0,5,0.04,0,0,0,0,133
106i_AR_1_CHN_1_F_10898_PRD.txt.json,Argumentative,CHN,92,B2,1,10898,52,0.56,6,0.06,5,0.05,10,0.11,3,0.03,1,0.01,1,0.01,3,0.03,0,0,2,0.02,0,0,0,0,2,0.02,0,0,1,0.01,7,0.08,0,0,0,0,93
106i_AR_F_CHN_1_F_10681_PRD.txt.json,Argumentative,CHN,NA,A2,F,10681,106,0.67,20,0.13,11,0.07,6,0.04,5,0.03,1,0.01,0,0,7,0.04,0,0,0,0,0,0,0,0,0,0,0,0,1,0.01,1,0.01,0,0,0,0,158
106i_AR_F_CHN_1_M_10028_PRD.txt.json,Argumentative,CHN,92,B2,1,10028,112,0.67,10,0.06,8,0.05,14,0.08,2,0.01,3,0.02,0,0,7,0.04,0,0,0,0,1,0.01,0,0,2,0.01,0,0,0,0,9,0.05,0,0,0,0,168
106i_AR_1_CHN_1_F_10914_PRD.txt.json,Argumentative,CHN,91,B2,1,10914,108,0.68,9,0.06,7,0.04,17,0.11,2,0.01,1,0.01,1,0.01,7,0.04,0,0,0,0,2,0.01,0,0,1,0.01,0,0,0,0,4,0.03,0,0,0,0,159
106i_AR_F_KOR_1_F_10138_PRD.txt.json,Argumentative,KOR,NA,A2,F,10138,196,0.65,16,0.05,10,0.03,35,0.12,5,0.02,5,0.02,0,0,14,0.05,0,0,2,0.01,3,0.01,2,0.01,3,0.01,0,0,0,0,11,0.04,0,0,0,0,302
106i_AR_F_KOR_1_M_11078_PRD.txt.json,Argumentative,KOR,89,B2,1,11078,101,0.68,12,0.08,6,0.04,18,0.12,1,0.01,1,0.01,0,0,4,0.03,0,0,1,0.01,0,0,0,0,0,0,0,0,0,0,5,0.03,0,0,0,0,149
106i_AR_1_CHN_1_M_10299_PRD.txt.json,Argumentative,CHN,91,B2,1,10299,74,0.71,2,0.02,3,0.03,6,0.06,2,0.02,4,0.04,1,0.01,1,0.01,0,0,4,0.04,3,0.03,0,0,0,0,0,0,0,0,4,0.04,0,0,0,0,104
105_AR_F_USA_NA_NA_10763_NAU.txt.json,Argumentative,USA,NA,C2,F,10763,263,0.48,43,0.08,38,0.07,113,0.21,11,0.02,16,0.03,2,0,20,0.04,0,0,4,0.01,14,0.03,2,0,2,0,0,0,2,0,15,0.03,0,0,0,0,545
106i_AR_F_CHN_1_F_10226_PRD.txt.json,Argumentative,CHN,90,B2,1,10226,76,0.51,12,0.08,12,0.08,18,0.12,2,0.01,3,0.02,1,0.01,10,0.07,0,0,1,0.01,3,0.02,0,0,2,0.01,0,0,0,0,10,0.07,0,0,0,0,150
106i_AR_F_NA_2_M_11128_PRD.txt.json,Argumentative,NA,NA,A2,1,11128,133,0.76,16,0.09,4,0.02,10,0.06,0,0,3,0.02,2,0.01,1,0.01,0,0,1,0.01,2,0.01,0,0,1,0.01,0,0,1,0.01,2,0.01,0,0,0,0,176
106i_AR_1_CHN_1_F_10937_PRD.txt.json,Argumentative,CHN,92,B2,1,10937,111,0.71,16,0.1,9,0.06,2,0.01,3,0.02,6,0.04,1,0.01,2,0.01,0,0,0,0,0,0,4,0.03,0,0,0,0,0,0,3,0.02,0,0,0,0,157
105_AR_F_USA_NA_NA_10689_NAU.txt.json,Argumentative,USA,101,C2,1,10689,280,0.65,44,0.1,19,0.04,39,0.09,7,0.02,10,0.02,0,0,11,0.03,0,0,0,0,2,0,1,0,5,0.01,0,0,0,0,16,0.04,0,0,0,0,434
106i_AR_F_CHN_1_F_10682_PRD.txt.json,Argumentative,CHN,108,B2,1,10682,92,0.58,24,0.15,7,0.04,16,0.1,9,0.06,5,0.03,0,0,1,0.01,0,0,0,0,1,0.01,1,0.01,0,0,0,0,0,0,3,0.02,0,0,0,0,159
106i_AR_F_CHN_1_M_10136_PRD.txt.json,Argumentative,CHN,99,B2,F,10136,194,0.6,16,0.05,20,0.06,30,0.09,7,0.02,10,0.03,0,0,17,0.05,0,0,0,0,8,0.02,2,0.01,2,0.01,0,0,0,0,17,0.05,0,0,0,0,323
106i_AR_F_CHN_1_F_10038_PRD.txt.json,Argumentative,CHN,85,B1_2,1,10038,89,0.59,16,0.11,4,0.03,8,0.05,7,0.05,9,0.06,0,0,3,0.02,0,0,3,0.02,1,0.01,0,0,5,0.03,0,0,0,0,7,0.05,0,0,0,0,152
106i_AR_1_CHN_1_M_11149_PRD.txt.json,Argumentative,CHN,NA,A2,1,11149,135,0.75,4,0.02,15,0.08,8,0.04,6,0.03,0,0,0,0,7,0.04,0,0,0,0,2,0.01,1,0.01,0,0,0,0,0,0,2,0.01,0,0,0,0,180
105_AR_F_USA_NA_NA_10609_NAU.txt.json,Argumentative,USA,NA,C2,F,10609,248,0.77,18,0.06,11,0.03,16,0.05,12,0.04,8,0.02,0,0,2,0.01,0,0,0,0,2,0.01,0,0,1,0,0,0,0,0,3,0.01,0,0,0,0,321
106i_AR_1_KOR_2_F_11087_PRD.txt.json,Argumentative,KOR,97,B2,1,11087,54,0.96,0,0,2,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56
106i_AR_1_KOR_1_M_11079_PRD.txt.json,Argumentative,KOR,93,B2,1,11079,103,0.71,10,0.07,10,0.07,6,0.04,1,0.01,4,0.03,1,0.01,5,0.03,0,0,0,0,1,0.01,0,0,1,0.01,0,0,0,0,4,0.03,0,0,0,0,146
106i_AR_F_CHN_1_M_11146_PRD.txt.json,Argumentative,CHN,NA,A2,1,11146,140,0.61,13,0.06,24,0.1,20,0.09,3,0.01,7,0.03,0,0,7,0.03,0,0,1,0,4,0.02,0,0,4,0.02,0,0,0,0,8,0.03,0,0,0,0,231
106i_AR_F_CHN_1_M_10893_PRD.txt.json,Argumentative,CHN,98,B2,1,10893,87,0.63,4,0.03,10,0.07,18,0.13,4,0.03,4,0.03,0,0,4,0.03,0,0,0,0,0,0,0,0,3,0.02,0,0,0,0,4,0.03,0,0,0,0,138
106i_AR_F_CHN_1_M_10494_PRD.txt.json,Argumentative,CHN,93,B2,F,10494,109,0.54,20,0.1,11,0.05,20,0.1,3,0.01,5,0.02,0,0,14,0.07,0,0,3,0.01,7,0.03,0,0,4,0.02,0,0,1,0,5,0.02,0,0,0,0,202
106i_AR_1_CHN_1_M_10170_PRD.txt.json,Argumentative,CHN,92,B2,1,10170,101,0.59,12,0.07,14,0.08,25,0.15,4,0.02,6,0.03,0,0,1,0.01,0,0,1,0.01,2,0.01,1,0.01,2,0.01,0,0,0,0,3,0.02,0,0,0,0,172
106i_AR_F_CHN_1_M_10822_PRD.txt.json,Argumentative,CHN,94,B2,1,10822,81,0.63,4,0.03,4,0.03,14,0.11,3,0.02,0,0,1,0.01,5,0.04,0,0,0,0,1,0.01,0,0,0,0,0,0,0,0,16,0.12,0,0,0,0,129
106i_AR_1_CHN_1_F_10229_PRD.txt.json,Argumentative,CHN,94,B2,1,10229,75,0.61,14,0.11,8,0.07,12,0.1,3,0.02,0,0,0,0,6,0.05,0,0,0,0,0,0,0,0,1,0.01,0,0,0,0,3,0.02,0,0,0,0,122
106i_AR_1_MYS_2_M_10379_PRD.txt.json,Argumentative,MYS,98,B2,1,10379,101,0.67,10,0.07,7,0.05,14,0.09,2,0.01,2,0.01,0,0,5,0.03,0,0,2,0.01,2,0.01,0,0,1,0.01,0,0,1,0.01,4,0.03,0,0,0,0,151
105_AR_F_NAN_NA_NA_10584_NAU.txt.json,Argumentative,NAN,NA,A2,F,10584,202,0.54,20,0.05,19,0.05,70,0.19,5,0.01,6,0.02,1,0,9,0.02,0,0,0,0,2,0.01,0,0,7,0.02,0,0,1,0,35,0.09,0,0,0,0,377
106i_AR_1_CHN_1_M_10308_PRD.txt.json,Argumentative,CHN,92,B2,1,10308,144,0.62,16,0.07,18,0.08,26,0.11,5,0.02,1,0,0,0,1,0,0,0,3,0.01,8,0.03,0,0,1,0,0,0,1,0,8,0.03,0,0,0,0,232
106i_AR_1_CHN_3_F_10947_PRD.txt.json,Argumentative,CHN,92,B2,1,10947,143,0.64,20,0.09,14,0.06,22,0.1,5,0.02,2,0.01,0,0,5,0.02,0,0,0,0,5,0.02,1,0,2,0.01,0,0,0,0,4,0.02,0,0,0,0,223
105_AR_F_USA_NA_NA_10723_NAU.txt.json,Argumentative,USA,NA,C2,F,10723,244,0.61,22,0.05,37,0.09,50,0.12,7,0.02,4,0.01,3,0.01,10,0.02,0,0,1,0,8,0.02,0,0,2,0,0,0,1,0,13,0.03,0,0,0,0,402
106i_AR_F_CHN_1_M_10146_PRD.txt.json,Argumentative,CHN,79,B1_2,1,10146,246,0.63,39,0.1,30,0.08,22,0.06,2,0.01,6,0.02,2,0.01,10,0.03,0,0,4,0.01,4,0.01,6,0.02,2,0.01,0,0,1,0,15,0.04,0,0,0,0,389
106i_AR_F_CHN_2_M_10367_PRD.txt.json,Argumentative,CHN,98,B2,1,10367,68,0.67,2,0.02,12,0.12,8,0.08,2,0.02,1,0.01,2,0.02,0,0,0,0,1,0.01,1,0.01,0,0,0,0,0,0,0,0,4,0.04,0,0,0,0,101
106i_AR_F_CHN_1_F_10778_PRD.txt.json,Argumentative,CHN,87,B1_2,1,10778,116,0.6,21,0.11,12,0.06,22,0.11,6,0.03,4,0.02,1,0.01,3,0.02,0,0,0,0,1,0.01,1,0.01,3,0.02,0,0,0,0,3,0.02,0,0,0,0,193
106i_AR_F_IDN_1_M_10376_PRD.txt.json,Argumentative,IDN,110,B2,F,10376,85,0.6,0,0,9,0.06,12,0.08,10,0.07,3,0.02,0,0,6,0.04,0,0,1,0.01,9,0.06,0,0,0,0,0,0,0,0,7,0.05,0,0,0,0,142
106i_AR_1_CHN_1_F_10208_PRD.txt.json,Argumentative,CHN,90,B2,1,10208,128,0.69,14,0.08,9,0.05,14,0.08,3,0.02,2,0.01,0,0,2,0.01,0,0,1,0.01,1,0.01,2,0.01,3,0.02,0,0,0,0,6,0.03,0,0,0,0,185
106i_AR_F_KOR_1_M_11161_PRD.txt.json,Argumentative,KOR,NA,A2,F,11161,98,0.62,6,0.04,15,0.09,22,0.14,2,0.01,1,0.01,2,0.01,6,0.04,0,0,0,0,2,0.01,0,0,2,0.01,0,0,0,0,2,0.01,0,0,0,0,158
106i_AR_1_CHN_1_M_10107_PRD.txt.json,Argumentative,CHN,NA,A2,1,10107,91,0.64,6,0.04,8,0.06,11,0.08,2,0.01,2,0.01,1,0.01,10,0.07,0,0,0,0,1,0.01,0,0,6,0.04,0,0,0,0,5,0.03,0,0,0,0,143
106i_AR_1_CHN_1_M_10013_PRD.txt.json,Argumentative,CHN,92,B2,1,10013,54,0.75,2,0.03,6,0.08,4,0.06,0,0,2,0.03,0,0,1,0.01,0,0,0,0,2,0.03,0,0,0,0,0,0,1,0.01,0,0,0,0,0,0,72
106i_AR_F_CHN_1_F_10179_PRD.txt.json,Argumentative,CHN,84,B1_2,F,10179,58,0.62,2,0.02,9,0.1,6,0.06,3,0.03,2,0.02,0,0,3,0.03,0,0,1,0.01,4,0.04,0,0,1,0.01,0,0,0,0,5,0.05,0,0,0,0,94
106i_AR_1_IND_1_M_10053_PRD.txt.json,Argumentative,IND,NA,A2,1,10053,37,0.73,0,0,2,0.04,6,0.12,0,0,2,0.04,1,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.06,0,0,0,0,51
105_AR_F_USA_NA_NA_10676_NAU.txt.json,Argumentative,USA,90,C2,1,10676,287,0.61,26,0.06,42,0.09,65,0.14,6,0.01,9,0.02,0,0,6,0.01,0,0,1,0,8,0.02,6,0.01,5,0.01,0,0,1,0,6,0.01,0,0,0,0,468
105_AR_F_USA_NA_NA_10741_NAU.txt.json,Argumentative,USA,103,C2,1,10741,236,0.59,32,0.08,17,0.04,47,0.12,11,0.03,9,0.02,3,0.01,9,0.02,0,0,2,0,4,0.01,3,0.01,0,0,0,0,0,0,28,0.07,0,0,0,0,401
106i_AR_1_CHN_1_F_10158_PRD.txt.json,Argumentative,CHN,90,B2,1,10158,83,0.55,10,0.07,8,0.05,20,0.13,2,0.01,11,0.07,0,0,4,0.03,0,0,0,0,1,0.01,0,0,2,0.01,0,0,0,0,9,0.06,0,0,0,0,150
106i_AR_1_CHN_1_M_10915_PRD.txt.json,Argumentative,CHN,89,B2,1,10915,79,0.54,12,0.08,11,0.08,22,0.15,1,0.01,3,0.02,1,0.01,5,0.03,0,0,1,0.01,1,0.01,0,0,3,0.02,0,0,0,0,6,0.04,0,0,0,0,145
106i_AR_F_CHN_1_F_10483_PRD.txt.json,Argumentative,CHN,95,B2,F,10483,103,0.74,6,0.04,10,0.07,4,0.03,3,0.02,3,0.02,1,0.01,1,0.01,0,0,0,0,0,0,0,0,2,0.01,0,0,0,0,6,0.04,0,0,0,0,139
106i_AR_F_CHN_1_F_10679_PRD.txt.json,Argumentative,CHN,NA,A2,F,10679,92,0.7,8,0.06,8,0.06,8,0.06,2,0.02,1,0.01,0,0,6,0.05,0,0,1,0.01,1,0.01,0,0,0,0,0,0,0,0,4,0.03,0,0,0,0,131
106i_AR_1_CHN_2_M_10996_PRD.txt.json,Argumentative,CHN,93,B2,1,10996,95,0.61,20,0.13,7,0.04,15,0.1,5,0.03,5,0.03,1,0.01,0,0,0,0,2,0.01,1,0.01,0,0,2,0.01,0,0,0,0,3,0.02,0,0,0,0,156
