file,Essay Type,Country,Level,Temporal N,Temporal %,Contingency N,Contingency %,Comparison N,Comparison %,Expansion N,Expansion %,total lines
106i_AR_F_CHN_1_F_10204_PRD.txt.pipe,Jobs,6i_,_F_1,9,0.23,14,0.36,5,0.13,11,0.28,39
106i_AR_1_CHN_1_F_10831_PRD.txt.pipe,Jobs,6i_,_F_1,0,0.0,8,0.35,9,0.39,6,0.26,23
106i_AR_1_CHN_1_F_10503_PRD.txt.pipe,Jobs,6i_,_F_1,3,0.16,4,0.21,2,0.11,10,0.53,19
106i_AR_F_CHN_1_M_10146_PRD.txt.pipe,Jobs,6i_,_M_1,11,0.18,25,0.42,10,0.17,14,0.23,60
106i_AR_1_CHN_1_F_10878_PRD.txt.pipe,Jobs,6i_,_F_1,6,0.19,9,0.28,7,0.22,10,0.31,32
106i_AR_F_CHN_1_M_10287_PRD.txt.pipe,Jobs,6i_,_M_1,3,0.12,5,0.21,3,0.12,13,0.54,24
106i_AR_1_CHN_2_F_10176_PRD.txt.pipe,Jobs,6i_,_F_1,7,0.3,4,0.17,5,0.22,7,0.3,23
106i_AR_1_SAU_1_M_10391_PRD.txt.pipe,Jobs,6i_,_M_1,2,0.06,10,0.32,7,0.23,12,0.39,31
106i_AR_F_CHN_1_F_10898_PRD.txt.pipe,Jobs,6i_,_F_1,0,0.0,4,0.21,4,0.21,11,0.58,19
106i_AR_F_CHN_2_F_10066_PRD.txt.pipe,Jobs,6i_,_F_1,1,0.06,3,0.18,4,0.24,9,0.53,17
105_AR_F_NAN_NA_NA_10594_NAU.txt.pipe,Jobs,5_A,_NA_,18,0.24,25,0.33,7,0.09,26,0.34,76
106i_AR_F_CHN_1_F_10563_PRD.txt.pipe,Jobs,6i_,_F_1,9,0.38,4,0.17,7,0.29,4,0.17,24
106i_AR_F_IND_1_M_10604_PRD.txt.pipe,Jobs,6i_,_M_1,7,0.26,6,0.22,4,0.15,10,0.37,27
106i_AR_F_CHN_1_M_10127_PRD.txt.pipe,Jobs,6i_,_M_1,10,0.27,11,0.3,5,0.14,11,0.3,37
106i_AR_F_CHN_1_F_10492_PRD.txt.pipe,Jobs,6i_,_F_1,8,0.23,6,0.17,11,0.31,10,0.29,35
106i_AR_F_CHN_1_F_10073_PRD.txt.pipe,Jobs,6i_,_F_1,3,0.09,10,0.29,5,0.14,17,0.49,35
106i_AR_F_CHN_2_F_10994_PRD.txt.pipe,Jobs,6i_,_F_1,13,0.24,13,0.24,4,0.07,25,0.45,55
106i_AR_F_TWN_1_M_10392_PRD.txt.pipe,Jobs,6i_,_M_1,2,0.17,1,0.08,6,0.5,3,0.25,12
106i_AR_1_CHN_1_M_10466_PRD.txt.pipe,Jobs,6i_,_M_1,4,0.2,3,0.15,1,0.05,12,0.6,20
106i_AR_1_CHN_1_M_10271_PRD.txt.pipe,Jobs,6i_,_M_1,3,0.09,12,0.38,7,0.22,10,0.31,32
106i_AR_1_CHN_1_F_10007_PRD.txt.pipe,Jobs,6i_,_F_1,5,0.14,4,0.11,9,0.24,19,0.51,37
106i_AR_F_CHN_1_M_10684_PRD.txt.pipe,Jobs,6i_,_M_1,9,0.18,19,0.38,8,0.16,14,0.28,50
106i_AR_F_IND_1_M_10370_PRD.txt.pipe,Jobs,6i_,_M_1,0,0.0,13,0.45,7,0.24,9,0.31,29
106i_AR_1_CHN_1_F_10859_PRD.txt.pipe,Jobs,6i_,_F_1,3,0.09,11,0.31,10,0.29,11,0.31,35
106i_AR_F_CHN_1_F_10475_PRD.txt.pipe,Jobs,6i_,_F_1,4,0.11,12,0.33,5,0.14,15,0.42,36
106i_AR_F_CHN_1_M_10439_PRD.txt.pipe,Jobs,6i_,_M_1,6,0.19,8,0.25,8,0.25,10,0.31,32
106i_AR_F_CHN_1_F_10063_PRD.txt.pipe,Jobs,6i_,_F_1,5,0.2,5,0.2,3,0.12,12,0.48,25
106i_AR_F_CHN_1_M_10667_PRD.txt.pipe,Jobs,6i_,_M_1,2,0.06,10,0.29,9,0.26,14,0.4,35
106i_AR_1_CHN_1_F_10050_PRD.txt.pipe,Jobs,6i_,_F_1,0,0.0,2,0.5,1,0.25,1,0.25,4
105_AR_F_USA_NA_NA_10654_NAU.txt.pipe,Jobs,5_A,_NA_,6,0.17,12,0.34,5,0.14,12,0.34,35
106i_AR_1_CHN_1_M_10311_PRD.txt.pipe,Jobs,6i_,_M_1,6,0.4,1,0.07,2,0.13,6,0.4,15
105_AR_F_USA_NA_NA_10762_NAU.txt.pipe,Jobs,5_A,_NA_,12,0.24,11,0.22,6,0.12,21,0.42,50
106i_AR_F_CHN_1_F_10048_PRD.txt.pipe,Jobs,6i_,_F_1,8,0.42,6,0.32,2,0.11,3,0.16,19
106i_AR_F_CHN_1_F_10050_PRD.txt.pipe,Jobs,6i_,_F_1,2,0.07,5,0.17,2,0.07,21,0.7,30
106i_AR_1_CHN_1_M_10166_PRD.txt.pipe,Jobs,6i_,_M_1,1,0.04,4,0.17,7,0.29,12,0.5,24
106i_AR_F_CHN_1_M_10505_PRD.txt.pipe,Jobs,6i_,_M_1,15,0.5,4,0.13,4,0.13,7,0.23,30
106i_AR_F_MYS_2_F_11063_PRD.txt.pipe,Jobs,6i_,_F_1,2,0.08,9,0.36,6,0.24,8,0.32,25
106i_AR_1_IND_1_M_11010_PRD.txt.pipe,Jobs,6i_,_M_1,1,0.05,5,0.25,3,0.15,11,0.55,20
106i_AR_1_CHN_2_M_10074_PRD.txt.pipe,Jobs,6i_,_M_1,4,0.31,3,0.23,1,0.08,5,0.38,13
106i_AR_F_CHN_1_M_10685_PRD.txt.pipe,Jobs,6i_,_M_1,9,0.3,10,0.33,4,0.13,7,0.23,30
105_AR_F_NAN_NA_NA_10598_NAU.txt.pipe,Jobs,5_A,_NA_,8,0.12,29,0.42,5,0.07,27,0.39,69
106i_AR_1_CHN_1_M_10677_PRD.txt.pipe,Jobs,6i_,_M_1,1,0.03,8,0.25,10,0.31,13,0.41,32
106i_AR_F_CHN_1_F_10473_PRD.txt.pipe,Jobs,6i_,_F_1,2,0.17,3,0.25,3,0.25,4,0.33,12
106i_AR_F_CHN_1_M_10921_PRD.txt.pipe,Jobs,6i_,_M_1,2,0.11,3,0.17,5,0.28,8,0.44,18
106i_AR_1_KOR_1_M_10639_PRD.txt.pipe,Jobs,6i_,_M_1,6,0.13,10,0.21,16,0.34,15,0.32,47
106i_AR_1_CHN_1_F_10219_PRD.txt.pipe,Jobs,6i_,_F_1,3,0.16,4,0.21,4,0.21,8,0.42,19
105_AR_F_USA_NA_NA_10685_NAU.txt.pipe,Jobs,5_A,_NA_,8,0.24,9,0.26,6,0.18,11,0.32,34
105_AR_F_NAN_NA_NA_10556_NAU.txt.pipe,Jobs,5_A,_NA_,2,0.06,14,0.42,7,0.21,10,0.3,33
106i_AR_F_CHN_1_F_10798_PRD.txt.pipe,Jobs,6i_,_F_1,6,0.25,6,0.25,5,0.21,7,0.29,24
106i_AR_1_THA_1_M_10653_PRD.txt.pipe,Jobs,6i_,_M_1,4,0.15,3,0.11,10,0.37,10,0.37,27
106i_AR_F_CHN_1_F_10534_PRD.txt.pipe,Jobs,6i_,_F_1,9,0.29,7,0.23,1,0.03,14,0.45,31
105_AR_F_NAN_NA_NA_10592_NAU.txt.pipe,Jobs,5_A,_NA_,7,0.11,21,0.32,9,0.14,28,0.43,65
105_AR_F_USA_NA_NA_10646_NAU.txt.pipe,Jobs,5_A,_NA_,20,0.33,13,0.22,12,0.2,15,0.25,60
106i_AR_F_KOR_2_F_11087_PRD.txt.pipe,Jobs,6i_,_F_1,0,0.0,1,1.0,0,0.0,0,0.0,1
106i_AR_F_CHN_1_M_10079_PRD.txt.pipe,Jobs,6i_,_M_1,5,0.2,6,0.24,7,0.28,7,0.28,25
106i_AR_F_KOR_1_M_10629_PRD.txt.pipe,Jobs,6i_,_M_1,3,0.14,8,0.36,3,0.14,8,0.36,22
106i_AR_F_CHN_1_M_10285_PRD.txt.pipe,Jobs,6i_,_M_1,7,0.35,5,0.25,4,0.2,4,0.2,20
106i_AR_1_KOR_1_F_11080_PRD.txt.pipe,Jobs,6i_,_F_1,1,0.06,6,0.35,5,0.29,5,0.29,17
105_AR_F_USA_NA_NA_10692_NAU.txt.pipe,Jobs,5_A,_NA_,6,0.15,17,0.42,4,0.1,13,0.33,40
105_AR_F_NAN_NA_NA_10558_NAU.txt.pipe,Jobs,5_A,_NA_,12,0.21,9,0.16,11,0.2,24,0.43,56
106i_AR_1_CHN_2_F_10748_PRD.txt.pipe,Jobs,6i_,_F_1,17,0.39,18,0.41,6,0.14,3,0.07,44
106i_AR_1_CHN_1_M_10929_PRD.txt.pipe,Jobs,6i_,_M_1,0,0.0,3,0.21,4,0.29,7,0.5,14
106i_AR_F_CHN_3_F_10721_PRD.txt.pipe,Jobs,6i_,_F_1,4,0.19,3,0.14,8,0.38,6,0.29,21
106i_AR_1_CHN_1_M_10017_PRD.txt.pipe,Jobs,6i_,_M_1,6,0.17,22,0.63,3,0.09,4,0.11,35
106i_AR_F_CHN_1_M_10828_PRD.txt.pipe,Jobs,6i_,_M_1,3,0.12,6,0.23,3,0.12,14,0.54,26
106i_AR_F_CHN_2_M_10974_PRD.txt.pipe,Jobs,6i_,_M_1,5,0.14,1,0.03,5,0.14,25,0.69,36
106i_AR_1_CHN_1_M_10150_PRD.txt.pipe,Jobs,6i_,_M_1,3,0.11,8,0.29,7,0.25,10,0.36,28
106i_AR_F_CHN_2_F_10251_PRD.txt.pipe,Jobs,6i_,_F_1,4,0.16,8,0.32,7,0.28,6,0.24,25
106i_AR_F_CHN_1_M_10286_PRD.txt.pipe,Jobs,6i_,_M_1,6,0.19,4,0.13,8,0.26,13,0.42,31
106i_AR_1_CHN_1_M_11139_PRD.txt.pipe,Jobs,6i_,_M_1,2,0.25,0,0.0,2,0.25,4,0.5,8
106i_AR_F_CHN_1_M_10334_PRD.txt.pipe,Jobs,6i_,_M_1,1,0.05,3,0.14,6,0.29,11,0.52,21
106i_AR_1_CHN_1_F_10898_PRD.txt.pipe,Jobs,6i_,_F_1,0,0.0,4,0.22,4,0.22,10,0.56,18
106i_AR_1_CHN_1_F_10240_PRD.txt.pipe,Jobs,6i_,_F_1,1,0.03,13,0.42,7,0.23,10,0.32,31
105_AR_F_NAN_NA_NA_10532_NAU.txt.pipe,Jobs,5_A,_NA_,3,0.08,17,0.44,5,0.13,14,0.36,39
106i_AR_F_BGD_2_F_11127_PRD.txt.pipe,Jobs,6i_,_F_1,2,0.06,12,0.33,7,0.19,15,0.42,36
106i_AR_1_CHN_1_M_10139_PRD.txt.pipe,Jobs,6i_,_M_1,1,0.06,5,0.31,6,0.38,4,0.25,16
106i_AR_F_CHN_3_M_10950_PRD.txt.pipe,Jobs,6i_,_M_1,1,0.05,6,0.32,6,0.32,6,0.32,19
106i_AR_F_CHN_1_F_10484_PRD.txt.pipe,Jobs,6i_,_F_1,9,0.38,8,0.33,5,0.21,2,0.08,24
106i_AR_F_IND_1_F_10257_PRD.txt.pipe,Jobs,6i_,_F_1,2,0.14,1,0.07,1,0.07,10,0.71,14
105_AR_F_NAN_NA_NA_10574_NAU.txt.pipe,Jobs,5_A,_NA_,9,0.13,13,0.19,13,0.19,32,0.48,67
106i_AR_F_KOR_1_M_10002_PRD.txt.pipe,Jobs,6i_,_M_1,9,0.27,11,0.33,6,0.18,7,0.21,33
106i_AR_F_CHN_1_M_11149_PRD.txt.pipe,Jobs,6i_,_M_1,2,0.12,4,0.25,4,0.25,6,0.38,16
106i_AR_F_CHN_1_M_11168_PRD.txt.pipe,Jobs,6i_,_M_1,8,0.22,11,0.31,8,0.22,9,0.25,36
106i_AR_F_CHN_1_F_10503_PRD.txt.pipe,Jobs,6i_,_F_1,4,0.2,5,0.25,3,0.15,8,0.4,20
106i_AR_F_CHN_1_F_10067_PRD.txt.pipe,Jobs,6i_,_F_1,0,0.0,3,0.17,4,0.22,11,0.61,18
106i_AR_F_CHN_1_F_10180_PRD.txt.pipe,Jobs,6i_,_F_1,2,0.08,11,0.42,3,0.12,10,0.38,26
106i_AR_F_CHN_1_M_10936_PRD.txt.pipe,Jobs,6i_,_M_1,5,0.22,3,0.13,7,0.3,8,0.35,23
106i_AR_F_CHN_1_M_10786_PRD.txt.pipe,Jobs,6i_,_M_1,4,0.09,3,0.07,18,0.42,18,0.42,43
105_AR_F_NAN_NA_NA_10541_NAU.txt.pipe,Jobs,5_A,_NA_,3,0.08,12,0.32,6,0.16,16,0.43,37
106i_AR_F_IDN_1_M_11048_PRD.txt.pipe,Jobs,6i_,_M_1,6,0.19,6,0.19,7,0.23,12,0.39,31
106i_AR_F_IND_1_M_11019_PRD.txt.pipe,Jobs,6i_,_M_1,10,0.27,11,0.3,5,0.14,11,0.3,37
106i_AR_F_IND_1_M_10053_PRD.txt.pipe,Jobs,6i_,_M_1,0,0.0,6,0.29,9,0.43,6,0.29,21
106i_AR_F_CHN_1_M_10014_PRD.txt.pipe,Jobs,6i_,_M_1,7,0.18,11,0.29,4,0.11,16,0.42,38
106i_AR_F_CHN_1_F_10122_PRD.txt.pipe,Jobs,6i_,_F_1,10,0.36,8,0.29,2,0.07,8,0.29,28
106i_AR_F_CHN_1_M_10081_PRD.txt.pipe,Jobs,6i_,_M_1,11,0.22,21,0.41,9,0.18,10,0.2,51
106i_AR_F_CHN_2_F_10748_PRD.txt.pipe,Jobs,6i_,_F_1,6,0.14,22,0.52,6,0.14,8,0.19,42
106i_AR_F_IND_1_M_11007_PRD.txt.pipe,Jobs,6i_,_M_1,11,0.2,7,0.13,17,0.31,20,0.36,55
106i_AR_1_CHN_1_M_11116_PRD.txt.pipe,Jobs,6i_,_M_1,0,0.0,8,0.32,7,0.28,10,0.4,25
106i_AR_1_CHN_1_M_10071_PRD.txt.pipe,Jobs,6i_,_M_1,5,0.15,6,0.18,12,0.35,11,0.32,34
106i_AR_1_CHN_1_M_10493_PRD.txt.pipe,Jobs,6i_,_M_1,3,0.16,4,0.21,5,0.26,7,0.37,19
106i_AR_F_CHN_1_M_10027_PRD.txt.pipe,Jobs,6i_,_M_1,3,0.08,15,0.38,12,0.31,9,0.23,39
106i_AR_1_CHN_1_F_10861_PRD.txt.pipe,Jobs,6i_,_F_1,1,0.03,14,0.44,6,0.19,11,0.34,32
105_AR_F_NAN_NA_NA_10524_NAU.txt.pipe,Jobs,5_A,_NA_,12,0.15,17,0.21,12,0.15,41,0.5,82
106i_AR_F_CHN_4_F_10244_PRD.txt.pipe,Jobs,6i_,_F_1,6,0.17,15,0.43,4,0.11,10,0.29,35
106i_AR_F_CHN_1_F_10483_PRD.txt.pipe,Jobs,6i_,_F_1,2,0.12,3,0.19,6,0.38,5,0.31,16
106i_AR_F_MEX_4_M_10020_PRD.txt.pipe,Jobs,6i_,_M_1,2,0.12,7,0.41,2,0.12,6,0.35,17
106i_AR_1_CHN_1_M_10292_PRD.txt.pipe,Jobs,6i_,_M_1,2,0.14,6,0.43,4,0.29,2,0.14,14
106i_AR_1_CHN_1_F_10122_PRD.txt.pipe,Jobs,6i_,_F_1,10,0.4,4,0.16,2,0.08,9,0.36,25
105_AR_F_NAN_NA_NA_10525_NAU.txt.pipe,Jobs,5_A,_NA_,9,0.13,23,0.34,9,0.13,27,0.4,68
105_AR_F_NAN_NA_NA_10531_NAU.txt.pipe,Jobs,5_A,_NA_,3,0.25,1,0.08,3,0.25,5,0.42,12
106i_AR_F_MYS_1_M_10399_PRD.txt.pipe,Jobs,6i_,_M_1,7,0.24,4,0.14,4,0.14,14,0.48,29
106i_AR_F_CHN_1_M_10165_PRD.txt.pipe,Jobs,6i_,_M_1,14,0.41,6,0.18,4,0.12,10,0.29,34
106i_AR_1_CHN_1_M_10581_PRD.txt.pipe,Jobs,6i_,_M_1,2,0.29,2,0.29,2,0.29,1,0.14,7
106i_AR_1_CHN_1_M_10530_PRD.txt.pipe,Jobs,6i_,_M_1,5,0.16,7,0.22,11,0.34,9,0.28,32
106i_AR_1_CHN_2_F_10967_PRD.txt.pipe,Jobs,6i_,_F_1,2,0.08,9,0.38,4,0.17,9,0.38,24
106i_AR_F_MYS_1_M_11052_PRD.txt.pipe,Jobs,6i_,_M_1,8,0.21,15,0.39,3,0.08,12,0.32,38
106i_AR_F_LBY_1_M_10153_PRD.txt.pipe,Jobs,6i_,_M_1,2,0.06,9,0.29,4,0.13,16,0.52,31
106i_AR_1_CHN_1_M_10858_PRD.txt.pipe,Jobs,6i_,_M_1,5,0.15,12,0.35,6,0.18,11,0.32,34
106i_AR_1_CHN_1_F_10229_PRD.txt.pipe,Jobs,6i_,_F_1,2,0.12,2,0.12,8,0.5,4,0.25,16
106i_AR_F_KOR_1_M_10642_PRD.txt.pipe,Jobs,6i_,_M_1,3,0.12,7,0.27,9,0.35,7,0.27,26
106i_AR_1_CHN_1_M_10786_PRD.txt.pipe,Jobs,6i_,_M_1,2,0.06,3,0.09,14,0.4,16,0.46,35
106i_AR_1_IND_1_F_10400_PRD.txt.pipe,Jobs,6i_,_F_1,5,0.45,3,0.27,1,0.09,2,0.18,11
106i_AR_F_IND_1_F_11009_PRD.txt.pipe,Jobs,6i_,_F_1,2,0.13,3,0.2,4,0.27,6,0.4,15
106i_AR_1_CHN_1_M_10086_PRD.txt.pipe,Jobs,6i_,_M_1,1,0.25,1,0.25,1,0.25,1,0.25,4
106i_AR_F_CHN_3_M_10722_PRD.txt.pipe,Jobs,6i_,_M_1,5,0.11,15,0.33,7,0.15,19,0.41,46
106i_AR_F_KOR_1_M_11083_PRD.txt.pipe,Jobs,6i_,_M_1,9,0.36,0,0.0,7,0.28,9,0.36,25
106i_AR_F_CHN_1_M_10015_PRD.txt.pipe,Jobs,6i_,_M_1,0,0.0,15,0.41,9,0.24,13,0.35,37
106i_AR_1_KOR_1_F_10104_PRD.txt.pipe,Jobs,6i_,_F_1,0,0.0,2,0.5,1,0.25,1,0.25,4
106i_AR_1_KOR_1_F_10006_PRD.txt.pipe,Jobs,6i_,_F_1,3,0.14,6,0.29,6,0.29,6,0.29,21
106i_AR_1_CHN_1_M_10162_PRD.txt.pipe,Jobs,6i_,_M_1,10,0.34,4,0.14,7,0.24,8,0.28,29
106i_AR_F_CHN_1_M_10930_PRD.txt.pipe,Jobs,6i_,_M_1,9,0.23,17,0.42,7,0.17,7,0.17,40
106i_AR_F_CHN_1_F_10840_PRD.txt.pipe,Jobs,6i_,_F_1,5,0.26,5,0.26,3,0.16,6,0.32,19
106i_AR_1_IND_1_M_11032_PRD.txt.pipe,Jobs,6i_,_M_1,4,0.16,5,0.2,3,0.12,13,0.52,25
106i_AR_F_CHN_1_F_10480_PRD.txt.pipe,Jobs,6i_,_F_1,3,0.19,5,0.31,4,0.25,4,0.25,16
106i_AR_F_KOR_1_F_11155_PRD.txt.pipe,Jobs,6i_,_F_1,3,0.12,9,0.38,6,0.25,6,0.25,24
106i_AR_1_CHN_1_F_10184_PRD.txt.pipe,Jobs,6i_,_F_1,3,0.07,23,0.57,6,0.15,8,0.2,40
106i_AR_1_CHN_1_F_11129_PRD.txt.pipe,Jobs,6i_,_F_1,5,0.29,4,0.24,1,0.06,7,0.41,17
105_AR_F_USA_NA_NA_10760_NAU.txt.pipe,Jobs,5_A,_NA_,34,0.29,26,0.22,22,0.18,37,0.31,119
106i_AR_1_CHN_4_M_10959_PRD.txt.pipe,Jobs,6i_,_M_1,3,0.11,7,0.26,8,0.3,9,0.33,27
106i_AR_1_CHN_1_M_10033_PRD.txt.pipe,Jobs,6i_,_M_1,2,0.15,9,0.69,2,0.15,0,0.0,13
106i_AR_1_CHN_1_F_10155_PRD.txt.pipe,Jobs,6i_,_F_1,9,0.19,16,0.34,7,0.15,15,0.32,47
106i_AR_F_CHN_1_F_10856_PRD.txt.pipe,Jobs,6i_,_F_1,3,0.11,9,0.32,8,0.29,8,0.29,28
106i_AR_F_CHN_1_M_10353_PRD.txt.pipe,Jobs,6i_,_M_1,4,0.16,9,0.36,3,0.12,9,0.36,25
106i_AR_1_KOR_1_M_10002_PRD.txt.pipe,Jobs,6i_,_M_1,3,0.18,3,0.18,5,0.29,6,0.35,17
105_AR_F_USA_NA_NA_10789_NAU.txt.pipe,Jobs,5_A,_NA_,6,0.2,1,0.03,8,0.27,15,0.5,30
106i_AR_1_CHN_3_M_10355_PRD.txt.pipe,Jobs,6i_,_M_1,0,0.0,2,0.13,4,0.27,9,0.6,15
106i_AR_F_TKY_1_M_10069_PRD.txt.pipe,Jobs,6i_,_M_1,6,0.38,2,0.12,1,0.06,7,0.44,16
106i_AR_1_CHN_2_M_10968_PRD.txt.pipe,Jobs,6i_,_M_1,7,0.23,6,0.19,11,0.35,7,0.23,31
106i_AR_F_CHN_4_F_10958_PRD.txt.pipe,Jobs,6i_,_F_1,1,0.06,3,0.17,7,0.39,7,0.39,18
106i_AR_F_CHN_1_M_10579_PRD.txt.pipe,Jobs,6i_,_M_1,11,0.21,8,0.15,11,0.21,22,0.42,52
106i_AR_1_NA_1_F_10402_PRD.txt.pipe,Jobs,6i_,F_10,1,0.04,17,0.61,4,0.14,6,0.21,28
106i_AR_F_KOR_1_F_10641_PRD.txt.pipe,Jobs,6i_,_F_1,8,0.22,7,0.19,9,0.25,12,0.33,36
106i_AR_F_CHN_1_M_10314_PRD.txt.pipe,Jobs,6i_,_M_1,2,0.09,5,0.23,5,0.23,10,0.45,22
105_AR_F_USA_NA_NA_10669_NAU.txt.pipe,Jobs,5_A,_NA_,1,0.07,1,0.07,4,0.27,9,0.6,15
106i_AR_F_MEX_2_M_10770_PRD.txt.pipe,Jobs,6i_,_M_1,5,0.25,6,0.3,0,0.0,9,0.45,20
106i_AR_F_KOR_2_M_10390_PRD.txt.pipe,Jobs,6i_,_M_1,5,0.28,9,0.5,2,0.11,2,0.11,18
105_AR_F_USA_NA_NA_10631_NAU.txt.pipe,Jobs,5_A,_NA_,5,0.11,7,0.16,14,0.31,19,0.42,45
106i_AR_1_IND_1_F_11143_PRD.txt.pipe,Jobs,6i_,_F_1,2,0.09,6,0.27,5,0.23,9,0.41,22
105_AR_F_USA_NA_NA_10792_NAU.txt.pipe,Jobs,5_A,_NA_,4,0.17,8,0.35,3,0.13,8,0.35,23
106i_AR_1_KOR_3_F_10268_PRD.txt.pipe,Jobs,6i_,_F_1,14,0.44,6,0.19,10,0.31,2,0.06,32
106i_AR_F_CHN_1_F_10106_PRD.txt.pipe,Jobs,6i_,_F_1,1,0.03,12,0.32,8,0.21,17,0.45,38
106i_AR_F_CHN_1_M_10044_PRD.txt.pipe,Jobs,6i_,_M_1,12,0.34,10,0.29,6,0.17,7,0.2,35
106i_AR_1_ARE_1_M_11102_PRD.txt.pipe,Jobs,6i_,_M_1,2,0.11,6,0.32,4,0.21,7,0.37,19
106i_AR_1_CHN_1_M_10328_PRD.txt.pipe,Jobs,6i_,_M_1,6,0.43,1,0.07,1,0.07,6,0.43,14
106i_AR_F_MYS_2_F_11055_PRD.txt.pipe,Jobs,6i_,_F_1,13,0.3,15,0.35,9,0.21,6,0.14,43
105_AR_F_USA_NA_NA_10774_NAU.txt.pipe,Jobs,5_A,_NA_,13,0.39,6,0.18,3,0.09,11,0.33,33
106i_AR_1_IND_1_F_10259_PRD.txt.pipe,Jobs,6i_,_F_1,6,0.29,5,0.24,3,0.14,7,0.33,21
106i_AR_1_CHN_1_M_10338_PRD.txt.pipe,Jobs,6i_,_M_1,0,0.0,0,0.0,1,0.33,2,0.67,3
106i_AR_F_CHN_1_M_10805_PRD.txt.pipe,Jobs,6i_,_M_1,4,0.15,6,0.22,6,0.22,11,0.41,27
106i_AR_F_CHN_1_F_10689_PRD.txt.pipe,Jobs,6i_,_F_1,6,0.17,12,0.33,6,0.17,12,0.33,36
106i_AR_1_CHN_1_F_10160_PRD.txt.pipe,Jobs,6i_,_F_1,13,0.36,7,0.19,5,0.14,11,0.31,36
106i_AR_F_CHN_1_M_10822_PRD.txt.pipe,Jobs,6i_,_M_1,1,0.06,3,0.18,5,0.29,8,0.47,17
106i_AR_1_CHN_2_F_10247_PRD.txt.pipe,Jobs,6i_,_F_1,1,0.1,4,0.4,3,0.3,2,0.2,10
106i_AR_F_CHN_1_M_10169_PRD.txt.pipe,Jobs,6i_,_M_1,7,0.16,18,0.4,7,0.16,13,0.29,45
106i_AR_F_CHN_1_M_10481_PRD.txt.pipe,Jobs,6i_,_M_1,4,0.12,8,0.25,6,0.19,14,0.44,32
106i_AR_1_IND_1_M_10049_PRD.txt.pipe,Jobs,6i_,_M_1,0,0.0,0,0.0,2,0.33,4,0.67,6
106i_AR_F_KOR_2_M_11088_PRD.txt.pipe,Jobs,6i_,_M_1,12,0.38,4,0.12,4,0.12,12,0.38,32
106i_AR_1_CHN_4_F_10145_PRD.txt.pipe,Jobs,6i_,_F_1,7,0.16,9,0.2,5,0.11,23,0.52,44
106i_AR_1_CHN_1_M_10013_PRD.txt.pipe,Jobs,6i_,_M_1,2,0.29,1,0.14,1,0.14,3,0.43,7
105_AR_F_USA_NA_NA_10742_NAU.txt.pipe,Jobs,5_A,_NA_,0,0.0,5,0.5,1,0.1,4,0.4,10
106i_AR_1_CHN_1_M_10874_PRD.txt.pipe,Jobs,6i_,_M_1,0,0.0,2,0.2,5,0.5,3,0.3,10
106i_AR_1_CHN_1_M_10667_PRD.txt.pipe,Jobs,6i_,_M_1,2,0.05,10,0.26,9,0.24,17,0.45,38
106i_AR_1_MYS_2_F_11056_PRD.txt.pipe,Jobs,6i_,_F_1,17,0.4,11,0.26,7,0.17,7,0.17,42
106i_AR_F_KOR_2_F_11085_PRD.txt.pipe,Jobs,6i_,_F_1,0,0.0,5,0.33,7,0.47,3,0.2,15
106i_AR_1_CHN_1_M_10936_PRD.txt.pipe,Jobs,6i_,_M_1,4,0.17,5,0.22,5,0.22,9,0.39,23
106i_AR_F_KOR_2_M_11086_PRD.txt.pipe,Jobs,6i_,_M_1,6,0.19,12,0.38,6,0.19,8,0.25,32
106i_AR_1_CHN_1_F_10524_PRD.txt.pipe,Jobs,6i_,_F_1,5,0.12,14,0.33,6,0.14,17,0.4,42
106i_AR_1_CHN_1_F_10914_PRD.txt.pipe,Jobs,6i_,_F_1,4,0.18,6,0.27,5,0.23,7,0.32,22
106i_AR_1_CHN_1_M_10299_PRD.txt.pipe,Jobs,6i_,_M_1,4,0.18,7,0.32,2,0.09,9,0.41,22
106i_AR_F_CHN_1_F_10036_PRD.txt.pipe,Jobs,6i_,_F_1,7,0.33,3,0.14,2,0.1,9,0.43,21
106i_AR_F_MYS_1_F_10404_PRD.txt.pipe,Jobs,6i_,_F_1,0,0,0,0,0,0,0,0,0
106i_AR_F_CHN_1_F_10469_PRD.txt.pipe,Jobs,6i_,_F_1,1,0.04,4,0.17,7,0.29,12,0.5,24
106i_AR_F_CHN_1_F_10179_PRD.txt.pipe,Jobs,6i_,_F_1,8,0.35,4,0.17,4,0.17,7,0.3,23
106i_AR_1_CHN_1_F_10830_PRD.txt.pipe,Jobs,6i_,_F_1,6,0.21,11,0.38,1,0.03,11,0.38,29
105_AR_F_NAN_NA_NA_10528_NAU.txt.pipe,Jobs,5_A,_NA_,5,0.14,8,0.23,11,0.31,11,0.31,35
105_AR_F_USA_NA_NA_10634_NAU.txt.pipe,Jobs,5_A,_NA_,18,0.32,16,0.28,10,0.18,13,0.23,57
105_AR_F_NAN_NA_NA_10579_NAU.txt.pipe,Jobs,5_A,_NA_,8,0.17,8,0.17,10,0.21,22,0.46,48
106i_AR_F_CHN_1_M_10290_PRD.txt.pipe,Jobs,6i_,_M_1,14,0.27,16,0.31,2,0.04,19,0.37,51
106i_AR_1_CHN_1_M_10334_PRD.txt.pipe,Jobs,6i_,_M_1,4,0.17,3,0.13,3,0.13,13,0.57,23
