file,Essay Type,Country,Level,Elaboration N,Elaboration %,Same-Unit N,Same-Unit %,Attribution N,Attribution %,Joint N,Joint %,Enablement N,Enablement %,Background N,Background %,Comparison N,Comparison %,Contrast N,Contrast %,Manner-Means N,Manner-Means %,Temporal N,Temporal %,Condition N,Condition %,Summary N,Summary %,Cause N,Cause %,Topic-Comment N,Topic-Comment %,Evaluation N,Evaluation %,Explanation N,Explanation %,Textual-Organization N,Textual-Organization %,Topic-Change N,Topic-Change %,Comparison N,Comparison %,total lines
W_JPN_PTJ0_287_A2_0.txt.json.edus.parse,Jobs,JPN,A2_0,8,0.26,5,0.16,6,0.19,2,0.06,1,0.03,1,0.03,0,0.0,1,0.03,0,0.0,1,0.03,6,0.19,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,31
W_THA_SMK0_255_B1_1.txt.json.edus.parse,Smoking,THA,B1_1,10,0.37,1,0.04,1,0.04,1,0.04,1,0.04,0,0.0,0,0.0,4,0.15,0,0.0,0,0.0,7,0.26,0,0.0,0,0.0,0,0.0,0,0.0,2,0.07,0,0.0,0,0.0,0,0.0,27
W_ENS_SMK0_022_XX_1.txt.json.edus.parse,Smoking,ENS,XX_1,7,0.27,5,0.19,6,0.23,3,0.12,1,0.04,1,0.04,0,0.0,1,0.04,0,0.0,0,0.0,1,0.04,0,0.0,0,0.0,0,0.0,0,0.0,1,0.04,0,0.0,0,0.0,0,0.0,26
W_JPN_SMK0_020_B1_2.txt.json.edus.parse,Smoking,JPN,B1_2,7,0.26,4,0.15,7,0.26,1,0.04,2,0.07,0,0.0,0,0.0,2,0.07,0,0.0,1,0.04,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0.11,0,0.0,0,0.0,0,0.0,27
W_ENS_PTJ0_152_XX_3.txt.json.edus.parse,Jobs,ENS,XX_3,2,0.08,5,0.19,4,0.15,7,0.27,0,0.0,1,0.04,0,0.0,1,0.04,0,0.0,1,0.04,5,0.19,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,26
W_CHN_SMK0_319_A2_0.txt.json.edus.parse,Smoking,CHN,A2_0,11,0.42,5,0.19,2,0.08,3,0.12,1,0.04,1,0.04,0,0.0,2,0.08,1,0.04,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,26
W_HKG_PTJ0_072_B1_2.txt.json.edus.parse,Jobs,HKG,B1_2,8,0.35,3,0.13,3,0.13,3,0.13,1,0.04,1,0.04,0,0.0,1,0.04,0,0.0,2,0.09,1,0.04,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,23
W_KOR_SMK0_139_B1_2.txt.json.edus.parse,Smoking,KOR,B1_2,11,0.35,4,0.13,3,0.1,3,0.1,0,0.0,0,0.0,1,0.03,0,0.0,0,0.0,0,0.0,5,0.16,0,0.0,2,0.06,0,0.0,0,0.0,1,0.03,0,0.0,0,0.0,1,0.03,31
W_ENS_PTJ0_132_XX_3.txt.json.edus.parse,Jobs,ENS,XX_3,7,0.21,4,0.12,3,0.09,2,0.06,1,0.03,4,0.12,3,0.09,2,0.06,0,0.0,1,0.03,0,0.0,0,0.0,0,0.0,0,0.0,1,0.03,2,0.06,0,0.0,0,0.0,3,0.09,33
W_HKG_SMK0_010_B1_2.txt.json.edus.parse,Smoking,HKG,B1_2,11,0.38,7,0.24,3,0.1,3,0.1,1,0.03,2,0.07,0,0.0,1,0.03,0,0.0,0,0.0,1,0.03,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,29
W_TWN_SMK0_198_B1_2.txt.json.edus.parse,Smoking,TWN,B1_2,7,0.2,4,0.11,6,0.17,3,0.09,4,0.11,5,0.14,0,0.0,1,0.03,1,0.03,0,0.0,4,0.11,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,35
W_IDN_SMK0_065_B1_2.txt.json.edus.parse,Smoking,IDN,B1_2,8,0.24,4,0.12,7,0.21,4,0.12,2,0.06,0,0.0,0,0.0,5,0.15,0,0.0,0,0.0,2,0.06,0,0.0,0,0.0,0,0.0,0,0.0,1,0.03,0,0.0,0,0.0,0,0.0,33
W_CHN_SMK0_211_B1_1.txt.json.edus.parse,Smoking,CHN,B1_1,9,0.36,5,0.2,2,0.08,6,0.24,2,0.08,1,0.04,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,25
W_JPN_SMK0_295_B1_1.txt.json.edus.parse,Smoking,JPN,B1_1,13,0.5,5,0.19,5,0.19,1,0.04,1,0.04,0,0.0,0,0.0,1,0.04,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,26
W_SIN_SMK0_054_B1_2.txt.json.edus.parse,Smoking,SIN,B1_2,6,0.26,6,0.26,5,0.22,2,0.09,2,0.09,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.09,0,0.0,0,0.0,0,0.0,23
W_IDN_PTJ0_184_B1_2.txt.json.edus.parse,Jobs,IDN,B1_2,11,0.33,4,0.12,3,0.09,5,0.15,2,0.06,2,0.06,0,0.0,0,0.0,1,0.03,2,0.06,3,0.09,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,33
W_CHN_SMK0_230_B1_2.txt.json.edus.parse,Smoking,CHN,B1_2,6,0.2,2,0.07,9,0.3,2,0.07,2,0.07,0,0.0,1,0.03,6,0.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.03,0,0.0,0,0.0,1,0.03,30
W_CHN_SMK0_157_B1_1.txt.json.edus.parse,Smoking,CHN,B1_1,7,0.25,6,0.21,5,0.18,3,0.11,1,0.04,1,0.04,0,0.0,0,0.0,0,0.0,0,0.0,3,0.11,0,0.0,0,0.0,0,0.0,0,0.0,2,0.07,0,0.0,0,0.0,0,0.0,28
W_ENS_SMK0_047_XX_1.txt.json.edus.parse,Smoking,ENS,XX_1,6,0.21,3,0.1,4,0.14,2,0.07,1,0.03,2,0.07,0,0.0,1,0.03,2,0.07,0,0.0,6,0.21,0,0.0,0,0.0,0,0.0,0,0.0,2,0.07,0,0.0,0,0.0,0,0.0,29
W_PHL_SMK0_078_B1_2.txt.json.edus.parse,Smoking,PHL,B1_2,5,0.18,6,0.21,8,0.29,5,0.18,1,0.04,0,0.0,0,0.0,0,0.0,1,0.04,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.07,0,0.0,0,0.0,0,0.0,28
W_PHL_SMK0_055_B1_2.txt.json.edus.parse,Smoking,PHL,B1_2,13,0.28,5,0.11,7,0.15,10,0.21,0,0.0,5,0.11,0,0.0,2,0.04,0,0.0,1,0.02,3,0.06,0,0.0,1,0.02,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,47
W_KOR_SMK0_137_A2_0.txt.json.edus.parse,Smoking,KOR,A2_0,9,0.43,4,0.19,2,0.1,2,0.1,0,0.0,1,0.05,1,0.05,1,0.05,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.05,21
W_THA_SMK0_265_A2_0.txt.json.edus.parse,Smoking,THA,A2_0,10,0.43,2,0.09,2,0.09,6,0.26,2,0.09,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.04,0,0.0,0,0.0,0,0.0,23
W_ENS_PTJ0_027_XX_1.txt.json.edus.parse,Jobs,ENS,XX_1,6,0.23,4,0.15,4,0.15,2,0.08,1,0.04,0,0.0,0,0.0,2,0.08,0,0.0,3,0.12,2,0.08,0,0.0,1,0.04,0,0.0,0,0.0,1,0.04,0,0.0,0,0.0,0,0.0,26
W_PAK_SMK0_081_B1_1.txt.json.edus.parse,Smoking,PAK,B1_1,10,0.36,3,0.11,7,0.25,6,0.21,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.07,0,0.0,0,0.0,0,0.0,28
W_KOR_PTJ0_214_B2_0.txt.json.edus.parse,Jobs,KOR,B2_0,7,0.26,8,0.3,3,0.11,2,0.07,2,0.07,0,0.0,0,0.0,1,0.04,1,0.04,1,0.04,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.07,0,0.0,0,0.0,0,0.0,27
W_HKG_SMK0_014_B1_2.txt.json.edus.parse,Smoking,HKG,B1_2,5,0.21,5,0.21,3,0.12,3,0.12,3,0.12,3,0.12,0,0.0,1,0.04,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.04,0,0.0,0,0.0,0,0.0,24
W_JPN_PTJ0_334_B1_1.txt.json.edus.parse,Jobs,JPN,B1_1,8,0.27,7,0.23,2,0.07,2,0.07,2,0.07,0,0.0,0,0.0,4,0.13,1,0.03,0,0.0,3,0.1,0,0.0,0,0.0,0,0.0,0,0.0,1,0.03,0,0.0,0,0.0,0,0.0,30
W_CHN_PTJ0_159_B1_1.txt.json.edus.parse,Jobs,CHN,B1_1,6,0.2,7,0.23,4,0.13,3,0.1,0,0.0,1,0.03,1,0.03,5,0.17,0,0.0,1,0.03,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.03,0,0.0,0,0.0,1,0.03,30
W_ENS_SMK0_094_XX_1.txt.json.edus.parse,Smoking,ENS,XX_1,10,0.29,5,0.15,4,0.12,5,0.15,0,0.0,1,0.03,0,0.0,2,0.06,0,0.0,0,0.0,6,0.18,0,0.0,1,0.03,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,34
W_CHN_PTJ0_132_B1_1.txt.json.edus.parse,Jobs,CHN,B1_1,7,0.21,6,0.18,5,0.15,4,0.12,2,0.06,4,0.12,0,0.0,0,0.0,0,0.0,0,0.0,4,0.12,0,0.0,1,0.03,0,0.0,0,0.0,1,0.03,0,0.0,0,0.0,0,0.0,34
W_ENS_PTJ0_044_XX_1.txt.json.edus.parse,Jobs,ENS,XX_1,6,0.21,4,0.14,11,0.38,3,0.1,2,0.07,0,0.0,0,0.0,1,0.03,0,0.0,0,0.0,1,0.03,0,0.0,0,0.0,0,0.0,0,0.0,1,0.03,0,0.0,0,0.0,0,0.0,29
W_JPN_PTJ0_035_B2_0.txt.json.edus.parse,Jobs,JPN,B2_0,11,0.31,6,0.17,6,0.17,6,0.17,1,0.03,1,0.03,0,0.0,0,0.0,0,0.0,1,0.03,2,0.06,0,0.0,2,0.06,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,36
W_KOR_SMK0_215_B2_0.txt.json.edus.parse,Smoking,KOR,B2_0,9,0.32,7,0.25,1,0.04,1,0.04,1,0.04,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,8,0.29,0,0.0,1,0.04,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,28
W_PAK_SMK0_025_B1_2.txt.json.edus.parse,Smoking,PAK,B1_2,10,0.33,6,0.2,5,0.17,3,0.1,1,0.03,4,0.13,0,0.0,1,0.03,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,30
W_IDN_SMK0_153_B1_2.txt.json.edus.parse,Smoking,IDN,B1_2,8,0.28,4,0.14,5,0.17,3,0.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,0.21,0,0.0,1,0.03,0,0.0,0,0.0,2,0.07,0,0.0,0,0.0,0,0.0,29
W_CHN_PTJ0_064_A2_0.txt.json.edus.parse,Jobs,CHN,A2_0,12,0.39,6,0.19,1,0.03,7,0.23,1,0.03,1,0.03,0,0.0,0,0.0,0,0.0,0,0.0,3,0.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,31
W_CHN_SMK0_160_B2_0.txt.json.edus.parse,Smoking,CHN,B2_0,4,0.17,4,0.17,7,0.29,2,0.08,1,0.04,3,0.12,0,0.0,2,0.08,0,0.0,0,0.0,0,0.0,0,0.0,1,0.04,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,24
W_SIN_PTJ0_067_B1_2.txt.json.edus.parse,Jobs,SIN,B1_2,9,0.28,4,0.12,4,0.12,9,0.28,4,0.12,1,0.03,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.03,0,0.0,0,0.0,0,0.0,32
W_THA_PTJ0_260_B2_0.txt.json.edus.parse,Jobs,THA,B2_0,10,0.32,4,0.13,5,0.16,4,0.13,3,0.1,2,0.06,0,0.0,0,0.0,0,0.0,0,0.0,1,0.03,0,0.0,1,0.03,0,0.0,0,0.0,1,0.03,0,0.0,0,0.0,0,0.0,31
W_JPN_PTJ0_233_A2_0.txt.json.edus.parse,Jobs,JPN,A2_0,7,0.23,5,0.17,5,0.17,2,0.07,0,0.0,2,0.07,0,0.0,4,0.13,1,0.03,0,0.0,2,0.07,0,0.0,1,0.03,0,0.0,0,0.0,1,0.03,0,0.0,0,0.0,0,0.0,30
W_KOR_SMK0_228_B2_0.txt.json.edus.parse,Smoking,KOR,B2_0,6,0.18,9,0.26,6,0.18,4,0.12,1,0.03,1,0.03,0,0.0,1,0.03,0,0.0,0,0.0,2,0.06,0,0.0,4,0.12,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,34
W_HKG_SMK0_009_B1_2.txt.json.edus.parse,Smoking,HKG,B1_2,7,0.27,6,0.23,3,0.12,5,0.19,5,0.19,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,26
W_HKG_SMK0_001_B1_2.txt.json.edus.parse,Smoking,HKG,B1_2,11,0.31,4,0.11,7,0.19,4,0.11,3,0.08,3,0.08,0,0.0,0,0.0,1,0.03,0,0.0,0,0.0,0,0.0,3,0.08,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,36
W_SIN_SMK0_012_B1_2.txt.json.edus.parse,Smoking,SIN,B1_2,10,0.33,8,0.27,4,0.13,3,0.1,0,0.0,1,0.03,0,0.0,1,0.03,0,0.0,1,0.03,1,0.03,0,0.0,1,0.03,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,30
W_PHL_SMK0_082_B1_2.txt.json.edus.parse,Smoking,PHL,B1_2,6,0.22,8,0.3,1,0.04,7,0.26,0,0.0,0,0.0,0,0.0,2,0.07,0,0.0,0,0.0,2,0.07,0,0.0,0,0.0,0,0.0,0,0.0,1,0.04,0,0.0,0,0.0,0,0.0,27
W_HKG_SMK0_073_B1_2.txt.json.edus.parse,Smoking,HKG,B1_2,9,0.31,1,0.03,5,0.17,3,0.1,2,0.07,4,0.14,0,0.0,2,0.07,0,0.0,0,0.0,0,0.0,0,0.0,1,0.03,0,0.0,0,0.0,2,0.07,0,0.0,0,0.0,0,0.0,29
W_THA_SMK0_398_B1_1.txt.json.edus.parse,Smoking,THA,B1_1,6,0.24,4,0.16,3,0.12,3,0.12,2,0.08,0,0.0,0,0.0,2,0.08,0,0.0,0,0.0,4,0.16,0,0.0,0,0.0,0,0.0,0,0.0,1,0.04,0,0.0,0,0.0,0,0.0,25
W_TWN_SMK0_108_B2_0.txt.json.edus.parse,Smoking,TWN,B2_0,4,0.16,6,0.24,5,0.2,2,0.08,1,0.04,2,0.08,0,0.0,2,0.08,0,0.0,0,0.0,2,0.08,0,0.0,0,0.0,0,0.0,0,0.0,1,0.04,0,0.0,0,0.0,0,0.0,25
W_JPN_SMK0_364_A2_0.txt.json.edus.parse,Smoking,JPN,A2_0,9,0.24,8,0.22,9,0.24,4,0.11,0,0.0,3,0.08,0,0.0,3,0.08,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.03,0,0.0,0,0.0,0,0.0,37
W_KOR_PTJ0_270_B2_0.txt.json.edus.parse,Jobs,KOR,B2_0,15,0.38,12,0.31,3,0.08,3,0.08,0,0.0,1,0.03,0,0.0,1,0.03,3,0.08,0,0.0,1,0.03,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,39
W_TWN_SMK0_136_A2_0.txt.json.edus.parse,Smoking,TWN,A2_0,4,0.15,7,0.27,2,0.08,2,0.08,1,0.04,6,0.23,0,0.0,0,0.0,1,0.04,1,0.04,2,0.08,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,26
W_ENS_SMK0_057_XX_1.txt.json.edus.parse,Smoking,ENS,XX_1,6,0.32,3,0.16,4,0.21,4,0.21,0,0.0,0,0.0,1,0.05,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.05,19
W_THA_PTJ0_256_B1_1.txt.json.edus.parse,Jobs,THA,B1_1,7,0.27,7,0.27,1,0.04,2,0.08,1,0.04,1,0.04,0,0.0,2,0.08,1,0.04,1,0.04,1,0.04,0,0.0,0,0.0,0,0.0,0,0.0,2,0.08,0,0.0,0,0.0,0,0.0,26
W_ENS_SMK0_164_XX_3.txt.json.edus.parse,Smoking,ENS,XX_3,3,0.1,3,0.1,12,0.41,2,0.07,0,0.0,1,0.03,1,0.03,1,0.03,1,0.03,2,0.07,1,0.03,0,0.0,0,0.0,0,0.0,0,0.0,1,0.03,0,0.0,0,0.0,1,0.03,29
W_IDN_PTJ0_018_B1_1.txt.json.edus.parse,Jobs,IDN,B1_1,3,0.11,3,0.11,3,0.11,4,0.14,3,0.11,4,0.14,0,0.0,0,0.0,0,0.0,1,0.04,6,0.21,0,0.0,1,0.04,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,28
W_IDN_SMK0_069_B1_2.txt.json.edus.parse,Smoking,IDN,B1_2,11,0.38,8,0.28,2,0.07,2,0.07,0,0.0,3,0.1,0,0.0,1,0.03,0,0.0,0,0.0,1,0.03,0,0.0,0,0.0,0,0.0,0,0.0,1,0.03,0,0.0,0,0.0,0,0.0,29
W_ENS_PTJ0_173_XX_3.txt.json.edus.parse,Jobs,ENS,XX_3,4,0.13,4,0.13,5,0.17,3,0.1,2,0.07,1,0.03,0,0.0,0,0.0,0,0.0,1,0.03,6,0.2,0,0.0,0,0.0,0,0.0,0,0.0,4,0.13,0,0.0,0,0.0,0,0.0,30
W_ENS_PTJ0_017_XX_1.txt.json.edus.parse,Jobs,ENS,XX_1,2,0.07,4,0.15,7,0.26,4,0.15,3,0.11,1,0.04,0,0.0,2,0.07,1,0.04,1,0.04,2,0.07,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,27
W_TWN_PTJ0_051_B1_2.txt.json.edus.parse,Jobs,TWN,B1_2,10,0.29,6,0.18,6,0.18,6,0.18,0,0.0,0,0.0,0,0.0,2,0.06,1,0.03,0,0.0,2,0.06,0,0.0,1,0.03,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,34
W_THA_SMK0_180_A2_0.txt.json.edus.parse,Smoking,THA,A2_0,10,0.45,4,0.18,3,0.14,1,0.05,2,0.09,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.05,0,0.0,0,0.0,1,0.05,0,0.0,0,0.0,0,0.0,22
W_JPN_PTJ0_288_A2_0.txt.json.edus.parse,Jobs,JPN,A2_0,9,0.25,4,0.11,10,0.28,4,0.11,1,0.03,2,0.06,0,0.0,0,0.0,0,0.0,2,0.06,2,0.06,0,0.0,0,0.0,0,0.0,0,0.0,2,0.06,0,0.0,0,0.0,0,0.0,36
W_THA_SMK0_142_A2_0.txt.json.edus.parse,Smoking,THA,A2_0,4,0.13,3,0.1,6,0.19,2,0.06,0,0.0,2,0.06,0,0.0,3,0.1,0,0.0,0,0.0,7,0.23,0,0.0,3,0.1,0,0.0,0,0.0,1,0.03,0,0.0,0,0.0,0,0.0,31
W_SIN_SMK0_184_B1_2.txt.json.edus.parse,Smoking,SIN,B1_2,11,0.38,5,0.17,3,0.1,5,0.17,1,0.03,2,0.07,0,0.0,2,0.07,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,29
W_CHN_PTJ0_217_B1_2.txt.json.edus.parse,Jobs,CHN,B1_2,11,0.35,7,0.23,2,0.06,4,0.13,0,0.0,3,0.1,0,0.0,4,0.13,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,31
W_TWN_SMK0_128_B1_1.txt.json.edus.parse,Smoking,TWN,B1_1,7,0.24,1,0.03,6,0.21,6,0.21,1,0.03,0,0.0,0,0.0,4,0.14,0,0.0,1,0.03,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0.1,0,0.0,0,0.0,0,0.0,29
W_KOR_PTJ0_228_B2_0.txt.json.edus.parse,Jobs,KOR,B2_0,8,0.26,4,0.13,3,0.1,5,0.16,2,0.06,5,0.16,0,0.0,0,0.0,0,0.0,1,0.03,2,0.06,0,0.0,1,0.03,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,31
W_KOR_SMK0_110_A2_0.txt.json.edus.parse,Smoking,KOR,A2_0,5,0.16,3,0.09,10,0.31,9,0.28,3,0.09,0,0.0,0,0.0,2,0.06,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,32
W_SIN_SMK0_120_B1_2.txt.json.edus.parse,Smoking,SIN,B1_2,9,0.32,10,0.36,1,0.04,5,0.18,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.07,0,0.0,0,0.0,1,0.04,0,0.0,0,0.0,0,0.0,28
W_THA_SMK0_186_B1_1.txt.json.edus.parse,Smoking,THA,B1_1,5,0.19,6,0.23,2,0.08,6,0.23,1,0.04,1,0.04,0,0.0,0,0.0,0,0.0,0,0.0,3,0.12,0,0.0,0,0.0,0,0.0,0,0.0,2,0.08,0,0.0,0,0.0,0,0.0,26
W_CHN_PTJ0_388_B1_2.txt.json.edus.parse,Jobs,CHN,B1_2,6,0.23,4,0.15,6,0.23,1,0.04,4,0.15,1,0.04,0,0.0,0,0.0,0,0.0,0,0.0,3,0.12,0,0.0,0,0.0,0,0.0,0,0.0,1,0.04,0,0.0,0,0.0,0,0.0,26
W_IDN_PTJ0_181_B1_2.txt.json.edus.parse,Jobs,IDN,B1_2,11,0.44,1,0.04,6,0.24,1,0.04,2,0.08,1,0.04,0,0.0,0,0.0,0,0.0,0,0.0,2,0.08,0,0.0,0,0.0,0,0.0,0,0.0,1,0.04,0,0.0,0,0.0,0,0.0,25
W_SIN_PTJ0_145_B2_0.txt.json.edus.parse,Jobs,SIN,B2_0,9,0.21,9,0.21,3,0.07,3,0.07,4,0.1,1,0.02,2,0.05,2,0.05,0,0.0,3,0.07,3,0.07,0,0.0,1,0.02,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.05,42
W_TWN_PTJ0_162_B1_2.txt.json.edus.parse,Jobs,TWN,B1_2,12,0.43,5,0.18,3,0.11,0,0.0,3,0.11,0,0.0,0,0.0,0,0.0,1,0.04,0,0.0,3,0.11,0,0.0,0,0.0,0,0.0,0,0.0,1,0.04,0,0.0,0,0.0,0,0.0,28
W_TWN_SMK0_005_B1_2.txt.json.edus.parse,Smoking,TWN,B1_2,17,0.52,5,0.15,1,0.03,3,0.09,1,0.03,0,0.0,0,0.0,1,0.03,1,0.03,0,0.0,2,0.06,0,0.0,0,0.0,0,0.0,0,0.0,2,0.06,0,0.0,0,0.0,0,0.0,33
W_THA_SMK0_123_B1_1.txt.json.edus.parse,Smoking,THA,B1_1,4,0.12,5,0.16,9,0.28,3,0.09,0,0.0,0,0.0,0,0.0,5,0.16,0,0.0,0,0.0,5,0.16,0,0.0,0,0.0,0,0.0,0,0.0,1,0.03,0,0.0,0,0.0,0,0.0,32
W_THA_SMK0_290_B1_1.txt.json.edus.parse,Smoking,THA,B1_1,13,0.46,5,0.18,2,0.07,5,0.18,2,0.07,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.04,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,28
W_THA_SMK0_049_B1_2.txt.json.edus.parse,Smoking,THA,B1_2,6,0.26,2,0.09,3,0.13,3,0.13,2,0.09,1,0.04,0,0.0,0,0.0,0,0.0,0,0.0,4,0.17,0,0.0,0,0.0,0,0.0,0,0.0,2,0.09,0,0.0,0,0.0,0,0.0,23
W_THA_SMK0_221_B1_1.txt.json.edus.parse,Smoking,THA,B1_1,10,0.3,6,0.18,4,0.12,6,0.18,1,0.03,1,0.03,0,0.0,0,0.0,0,0.0,0,0.0,4,0.12,0,0.0,0,0.0,0,0.0,0,0.0,1,0.03,0,0.0,0,0.0,0,0.0,33
W_TWN_PTJ0_104_B1_1.txt.json.edus.parse,Jobs,TWN,B1_1,7,0.21,7,0.21,7,0.21,4,0.12,2,0.06,1,0.03,0,0.0,4,0.12,0,0.0,0,0.0,0,0.0,0,0.0,1,0.03,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,33
W_TWN_PTJ0_084_B1_2.txt.json.edus.parse,Jobs,TWN,B1_2,6,0.21,3,0.11,4,0.14,4,0.14,5,0.18,1,0.04,0,0.0,3,0.11,0,0.0,1,0.04,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.04,0,0.0,0,0.0,0,0.0,28
W_PHL_PTJ0_089_B1_2.txt.json.edus.parse,Jobs,PHL,B1_2,9,0.29,5,0.16,2,0.06,4,0.13,0,0.0,2,0.06,0,0.0,4,0.13,1,0.03,1,0.03,2,0.06,0,0.0,0,0.0,0,0.0,0,0.0,1,0.03,0,0.0,0,0.0,0,0.0,31
W_HKG_SMK0_099_B1_2.txt.json.edus.parse,Smoking,HKG,B1_2,12,0.36,4,0.12,0,0.0,2,0.06,3,0.09,2,0.06,0,0.0,2,0.06,2,0.06,0,0.0,2,0.06,0,0.0,2,0.06,0,0.0,0,0.0,2,0.06,0,0.0,0,0.0,0,0.0,33
W_CHN_PTJ0_328_B1_2.txt.json.edus.parse,Jobs,CHN,B1_2,4,0.16,2,0.08,6,0.24,3,0.12,3,0.12,0,0.0,0,0.0,3,0.12,0,0.0,1,0.04,3,0.12,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,25
W_THA_SMK0_200_B1_1.txt.json.edus.parse,Smoking,THA,B1_1,15,0.41,4,0.11,11,0.3,1,0.03,0,0.0,0,0.0,0,0.0,1,0.03,0,0.0,1,0.03,2,0.05,0,0.0,1,0.03,0,0.0,0,0.0,1,0.03,0,0.0,0,0.0,0,0.0,37
W_IDN_PTJ0_054_A2_0.txt.json.edus.parse,Jobs,IDN,A2_0,8,0.28,5,0.17,2,0.07,3,0.1,0,0.0,2,0.07,0,0.0,2,0.07,0,0.0,1,0.03,5,0.17,0,0.0,0,0.0,0,0.0,0,0.0,1,0.03,0,0.0,0,0.0,0,0.0,29
