file,Essay Type,Country,Level,Elaboration N,Elaboration %,Same-Unit N,Same-Unit %,Attribution N,Attribution %,Joint N,Joint %,Enablement N,Enablement %,Background N,Background %,Comparison N,Comparison %,Contrast N,Contrast %,Manner-Means N,Manner-Means %,Temporal N,Temporal %,Condition N,Condition %,Summary N,Summary %,Cause N,Cause %,Topic-Comment N,Topic-Comment %,Evaluation N,Evaluation %,Explanation N,Explanation %,Textual-Organization N,Textual-Organization %,Topic-Change N,Topic-Change %,Comparison N,Comparison %,total lines
W_THA_PTJ0_047_B1_1.txt.json.edus.parse,Jobs,THA,B1_1,11,0.46,5,0.21,1,0.04,3,0.12,1,0.04,1,0.04,0,0.0,1,0.04,0,0.0,0,0.0,1,0.04,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,24
W_JPN_PTJ0_260_B1_1.txt.json.edus.parse,Jobs,JPN,B1_1,11,0.39,6,0.21,5,0.18,2,0.07,2,0.07,1,0.04,0,0.0,1,0.04,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,28
W_JPN_PTJ0_018_B1_1.txt.json.edus.parse,Jobs,JPN,B1_1,12,0.39,5,0.16,0,0.0,8,0.26,2,0.06,0,0.0,0,0.0,1,0.03,1,0.03,1,0.03,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.03,0,0.0,0,0.0,0,0.0,31
W_SIN_SMK0_039_B1_2.txt.json.edus.parse,Smoking,SIN,B1_2,10,0.32,7,0.23,2,0.06,1,0.03,0,0.0,2,0.06,0,0.0,1,0.03,0,0.0,1,0.03,6,0.19,0,0.0,0,0.0,0,0.0,0,0.0,1,0.03,0,0.0,0,0.0,0,0.0,31
W_CHN_SMK0_335_B1_1.txt.json.edus.parse,Smoking,CHN,B1_1,14,0.38,5,0.14,5,0.14,2,0.05,6,0.16,2,0.05,0,0.0,1,0.03,0,0.0,0,0.0,2,0.05,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,37
W_KOR_PTJ0_264_B2_0.txt.json.edus.parse,Jobs,KOR,B2_0,8,0.21,5,0.13,3,0.08,8,0.21,0,0.0,3,0.08,1,0.03,2,0.05,1,0.03,6,0.16,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.03,38
W_CHN_PTJ0_058_A2_0.txt.json.edus.parse,Jobs,CHN,A2_0,13,0.38,6,0.18,2,0.06,3,0.09,4,0.12,1,0.03,0,0.0,0,0.0,1,0.03,3,0.09,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.03,0,0.0,0,0.0,0,0.0,34
W_CHN_PTJ0_030_B1_2.txt.json.edus.parse,Jobs,CHN,B1_2,6,0.2,5,0.17,2,0.07,9,0.3,2,0.07,1,0.03,0,0.0,1,0.03,0,0.0,0,0.0,3,0.1,0,0.0,0,0.0,0,0.0,0,0.0,1,0.03,0,0.0,0,0.0,0,0.0,30
W_PAK_SMK0_072_A2_0.txt.json.edus.parse,Smoking,PAK,A2_0,10,0.29,6,0.18,3,0.09,3,0.09,5,0.15,5,0.15,0,0.0,1,0.03,0,0.0,1,0.03,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,34
W_JPN_SMK0_380_B1_2.txt.json.edus.parse,Smoking,JPN,B1_2,8,0.22,7,0.19,2,0.05,5,0.14,0,0.0,2,0.05,0,0.0,5,0.14,2,0.05,0,0.0,4,0.11,0,0.0,1,0.03,0,0.0,0,0.0,1,0.03,0,0.0,0,0.0,0,0.0,37
W_KOR_PTJ0_267_A2_0.txt.json.edus.parse,Jobs,KOR,A2_0,6,0.21,4,0.14,2,0.07,4,0.14,5,0.18,1,0.04,0,0.0,2,0.07,0,0.0,0,0.0,3,0.11,0,0.0,0,0.0,0,0.0,0,0.0,1,0.04,0,0.0,0,0.0,0,0.0,28
W_KOR_PTJ0_298_B1_1.txt.json.edus.parse,Jobs,KOR,B1_1,3,0.12,8,0.31,4,0.15,0,0.0,3,0.12,6,0.23,0,0.0,0,0.0,2,0.08,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,26
W_TWN_SMK0_172_B1_1.txt.json.edus.parse,Smoking,TWN,B1_1,7,0.23,3,0.1,5,0.16,0,0.0,1,0.03,2,0.06,0,0.0,4,0.13,0,0.0,1,0.03,6,0.19,0,0.0,0,0.0,0,0.0,0,0.0,2,0.06,0,0.0,0,0.0,0,0.0,31
W_CHN_SMK0_396_B1_1.txt.json.edus.parse,Smoking,CHN,B1_1,8,0.31,1,0.04,6,0.23,2,0.08,2,0.08,0,0.0,0,0.0,4,0.15,0,0.0,0,0.0,2,0.08,0,0.0,1,0.04,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,26
W_CHN_SMK0_119_B1_1.txt.json.edus.parse,Smoking,CHN,B1_1,10,0.36,7,0.25,3,0.11,5,0.18,0,0.0,0,0.0,0,0.0,2,0.07,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.04,0,0.0,0,0.0,0,0.0,28
W_ENS_SMK0_111_XX_2.txt.json.edus.parse,Smoking,ENS,XX_2,5,0.14,8,0.22,3,0.08,8,0.22,4,0.11,1,0.03,0,0.0,1,0.03,0,0.0,1,0.03,5,0.14,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,36
W_CHN_PTJ0_219_B1_1.txt.json.edus.parse,Jobs,CHN,B1_1,8,0.28,8,0.28,5,0.17,1,0.03,1,0.03,3,0.1,0,0.0,2,0.07,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.03,0,0.0,0,0.0,0,0.0,29
W_CHN_SMK0_081_B1_1.txt.json.edus.parse,Smoking,CHN,B1_1,12,0.35,5,0.15,3,0.09,3,0.09,3,0.09,2,0.06,0,0.0,5,0.15,0,0.0,0,0.0,0,0.0,0,0.0,1,0.03,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,34
W_KOR_PTJ0_028_A2_0.txt.json.edus.parse,Jobs,KOR,A2_0,8,0.2,6,0.15,6,0.15,4,0.1,2,0.05,2,0.05,0,0.0,1,0.03,0,0.0,0,0.0,9,0.23,0,0.0,0,0.0,0,0.0,0,0.0,2,0.05,0,0.0,0,0.0,0,0.0,40
W_HKG_PTJ0_050_B1_2.txt.json.edus.parse,Jobs,HKG,B1_2,8,0.28,6,0.21,2,0.07,3,0.1,4,0.14,0,0.0,0,0.0,1,0.03,0,0.0,0,0.0,3,0.1,0,0.0,1,0.03,0,0.0,0,0.0,1,0.03,0,0.0,0,0.0,0,0.0,29
W_PHL_SMK0_038_B2_0.txt.json.edus.parse,Smoking,PHL,B2_0,9,0.36,6,0.24,4,0.16,1,0.04,0,0.0,0,0.0,0,0.0,4,0.16,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.04,0,0.0,0,0.0,0,0.0,25
W_JPN_SMK0_071_B1_1.txt.json.edus.parse,Smoking,JPN,B1_1,20,0.41,5,0.1,6,0.12,4,0.08,5,0.1,2,0.04,0,0.0,3,0.06,0,0.0,0,0.0,3,0.06,0,0.0,0,0.0,0,0.0,0,0.0,1,0.02,0,0.0,0,0.0,0,0.0,49
W_SIN_PTJ0_124_B1_2.txt.json.edus.parse,Jobs,SIN,B1_2,6,0.27,3,0.14,2,0.09,5,0.23,1,0.05,0,0.0,0,0.0,1,0.05,1,0.05,0,0.0,3,0.14,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,22
W_KOR_PTJ0_006_A2_0.txt.json.edus.parse,Jobs,KOR,A2_0,6,0.19,6,0.19,7,0.23,3,0.1,1,0.03,1,0.03,1,0.03,2,0.06,0,0.0,0,0.0,1,0.03,0,0.0,0,0.0,0,0.0,0,0.0,2,0.06,0,0.0,0,0.0,1,0.03,31
W_THA_SMK0_100_B1_1.txt.json.edus.parse,Smoking,THA,B1_1,8,0.26,8,0.26,1,0.03,7,0.23,2,0.06,0,0.0,0,0.0,0,0.0,0,0.0,1,0.03,1,0.03,0,0.0,0,0.0,0,0.0,0,0.0,3,0.1,0,0.0,0,0.0,0,0.0,31
W_HKG_SMK0_089_B1_1.txt.json.edus.parse,Smoking,HKG,B1_1,9,0.29,8,0.26,4,0.13,3,0.1,2,0.06,2,0.06,0,0.0,2,0.06,0,0.0,1,0.03,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,31
W_PAK_PTJ0_156_B1_1.txt.json.edus.parse,Jobs,PAK,B1_1,9,0.36,0,0.0,1,0.04,10,0.4,1,0.04,1,0.04,0,0.0,2,0.08,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.04,0,0.0,0,0.0,0,0.0,25
W_PAK_SMK0_057_B1_2.txt.json.edus.parse,Smoking,PAK,B1_2,12,0.43,2,0.07,6,0.21,2,0.07,2,0.07,1,0.04,0,0.0,1,0.04,1,0.04,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.04,0,0.0,0,0.0,0,0.0,28
W_CHN_PTJ0_015_B1_2.txt.json.edus.parse,Jobs,CHN,B1_2,7,0.29,4,0.17,5,0.21,6,0.25,1,0.04,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.04,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,24
W_KOR_PTJ0_004_B2_0.txt.json.edus.parse,Jobs,KOR,B2_0,10,0.26,7,0.18,4,0.11,4,0.11,2,0.05,3,0.08,1,0.03,2,0.05,3,0.08,1,0.03,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.03,38
W_HKG_SMK0_065_B2_0.txt.json.edus.parse,Smoking,HKG,B2_0,10,0.33,7,0.23,4,0.13,6,0.2,0,0.0,2,0.07,0,0.0,0,0.0,0,0.0,0,0.0,1,0.03,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,30
W_PHL_PTJ0_153_B1_2.txt.json.edus.parse,Jobs,PHL,B1_2,6,0.3,4,0.2,1,0.05,0,0.0,2,0.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7,0.35,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,20
W_JPN_PTJ0_104_B1_1.txt.json.edus.parse,Jobs,JPN,B1_1,10,0.32,8,0.26,5,0.16,2,0.06,1,0.03,3,0.1,0,0.0,1,0.03,1,0.03,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,31
W_THA_SMK0_266_B1_2.txt.json.edus.parse,Smoking,THA,B1_2,16,0.59,5,0.19,3,0.11,1,0.04,0,0.0,1,0.04,0,0.0,1,0.04,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,27
W_JPN_SMK0_214_A2_0.txt.json.edus.parse,Smoking,JPN,A2_0,10,0.42,3,0.12,4,0.17,5,0.21,0,0.0,1,0.04,0,0.0,0,0.0,0,0.0,0,0.0,1,0.04,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,24
W_CHN_SMK0_017_B1_1.txt.json.edus.parse,Smoking,CHN,B1_1,4,0.15,5,0.19,1,0.04,2,0.08,1,0.04,3,0.12,0,0.0,2,0.08,0,0.0,2,0.08,6,0.23,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,26
W_KOR_PTJ0_072_B1_1.txt.json.edus.parse,Jobs,KOR,B1_1,5,0.17,5,0.17,1,0.03,5,0.17,6,0.21,1,0.03,0,0.0,1,0.03,0,0.0,0,0.0,0,0.0,0,0.0,1,0.03,0,0.0,0,0.0,4,0.14,0,0.0,0,0.0,0,0.0,29
W_CHN_PTJ0_083_B1_1.txt.json.edus.parse,Jobs,CHN,B1_1,8,0.27,8,0.27,5,0.17,2,0.07,0,0.0,3,0.1,0,0.0,2,0.07,0,0.0,0,0.0,1,0.03,0,0.0,1,0.03,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,30
W_CHN_PTJ0_119_B1_1.txt.json.edus.parse,Jobs,CHN,B1_1,8,0.29,3,0.11,4,0.14,3,0.11,4,0.14,1,0.04,0,0.0,1,0.04,0,0.0,0,0.0,2,0.07,0,0.0,1,0.04,0,0.0,0,0.0,1,0.04,0,0.0,0,0.0,0,0.0,28
W_PHL_PTJ0_185_B1_2.txt.json.edus.parse,Jobs,PHL,B1_2,6,0.23,8,0.31,1,0.04,2,0.08,0,0.0,0,0.0,0,0.0,4,0.15,1,0.04,0,0.0,0,0.0,0,0.0,1,0.04,0,0.0,0,0.0,3,0.12,0,0.0,0,0.0,0,0.0,26
W_PHL_PTJ0_032_B1_2.txt.json.edus.parse,Jobs,PHL,B1_2,12,0.32,11,0.3,3,0.08,3,0.08,3,0.08,0,0.0,0,0.0,1,0.03,1,0.03,1,0.03,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.05,0,0.0,0,0.0,0,0.0,37
W_THA_PTJ0_100_B1_1.txt.json.edus.parse,Jobs,THA,B1_1,8,0.31,8,0.31,0,0.0,1,0.04,2,0.08,2,0.08,0,0.0,2,0.08,0,0.0,1,0.04,0,0.0,0,0.0,1,0.04,0,0.0,0,0.0,1,0.04,0,0.0,0,0.0,0,0.0,26
W_SIN_SMK0_133_B1_2.txt.json.edus.parse,Smoking,SIN,B1_2,7,0.3,3,0.13,3,0.13,1,0.04,0,0.0,1,0.04,0,0.0,5,0.22,0,0.0,0,0.0,1,0.04,0,0.0,2,0.09,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,23
W_SIN_SMK0_021_B2_0.txt.json.edus.parse,Smoking,SIN,B2_0,5,0.21,4,0.17,7,0.29,3,0.12,1,0.04,0,0.0,0,0.0,1,0.04,0,0.0,0,0.0,3,0.12,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,24
W_JPN_PTJ0_263_B1_1.txt.json.edus.parse,Jobs,JPN,B1_1,10,0.33,4,0.13,7,0.23,2,0.07,3,0.1,0,0.0,0,0.0,1,0.03,2,0.07,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.03,0,0.0,0,0.0,0,0.0,30
W_THA_SMK0_282_B1_1.txt.json.edus.parse,Smoking,THA,B1_1,9,0.39,4,0.17,1,0.04,4,0.17,0,0.0,0,0.0,1,0.04,3,0.13,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.04,23
W_PHL_PTJ0_109_B1_2.txt.json.edus.parse,Jobs,PHL,B1_2,15,0.34,7,0.16,10,0.23,1,0.02,1,0.02,2,0.05,0,0.0,5,0.11,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0.07,0,0.0,0,0.0,0,0.0,44
W_JPN_SMK0_033_A2_0.txt.json.edus.parse,Smoking,JPN,A2_0,8,0.28,5,0.17,11,0.38,2,0.07,1,0.03,0,0.0,0,0.0,1,0.03,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.03,0,0.0,0,0.0,0,0.0,29
W_THA_SMK0_338_B1_1.txt.json.edus.parse,Smoking,THA,B1_1,14,0.4,6,0.17,2,0.06,5,0.14,0,0.0,1,0.03,0,0.0,0,0.0,0,0.0,0,0.0,4,0.11,0,0.0,0,0.0,0,0.0,0,0.0,3,0.09,0,0.0,0,0.0,0,0.0,35
W_IDN_PTJ0_117_B1_2.txt.json.edus.parse,Jobs,IDN,B1_2,8,0.31,4,0.15,2,0.08,4,0.15,1,0.04,0,0.0,0,0.0,1,0.04,0,0.0,1,0.04,4,0.15,0,0.0,1,0.04,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,26
W_THA_PTJ0_340_B1_2.txt.json.edus.parse,Jobs,THA,B1_2,5,0.22,6,0.26,1,0.04,3,0.13,0,0.0,1,0.04,0,0.0,0,0.0,1,0.04,1,0.04,1,0.04,0,0.0,0,0.0,0,0.0,0,0.0,4,0.17,0,0.0,0,0.0,0,0.0,23
W_KOR_PTJ0_099_A2_0.txt.json.edus.parse,Jobs,KOR,A2_0,6,0.19,3,0.1,9,0.29,5,0.16,1,0.03,0,0.0,0,0.0,2,0.06,1,0.03,0,0.0,3,0.1,0,0.0,1,0.03,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,31
W_CHN_PTJ0_035_B1_1.txt.json.edus.parse,Jobs,CHN,B1_1,10,0.37,2,0.07,1,0.04,1,0.04,1,0.04,1,0.04,0,0.0,0,0.0,3,0.11,0,0.0,7,0.26,0,0.0,0,0.0,0,0.0,0,0.0,1,0.04,0,0.0,0,0.0,0,0.0,27
W_JPN_SMK0_136_A2_0.txt.json.edus.parse,Smoking,JPN,A2_0,7,0.26,6,0.22,2,0.07,3,0.11,1,0.04,0,0.0,0,0.0,3,0.11,1,0.04,0,0.0,1,0.04,0,0.0,0,0.0,0,0.0,0,0.0,3,0.11,0,0.0,0,0.0,0,0.0,27
W_PHL_PTJ0_069_B1_2.txt.json.edus.parse,Jobs,PHL,B1_2,7,0.28,5,0.2,4,0.16,2,0.08,1,0.04,0,0.0,0,0.0,1,0.04,0,0.0,2,0.08,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0.12,0,0.0,0,0.0,0,0.0,25
W_ENS_PTJ0_043_XX_1.txt.json.edus.parse,Jobs,ENS,XX_1,6,0.21,5,0.17,6,0.21,6,0.21,2,0.07,0,0.0,0,0.0,3,0.1,0,0.0,1,0.03,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,29
W_KOR_SMK0_232_B2_0.txt.json.edus.parse,Smoking,KOR,B2_0,11,0.3,3,0.08,6,0.16,0,0.0,2,0.05,3,0.08,0,0.0,10,0.27,0,0.0,0,0.0,1,0.03,0,0.0,0,0.0,0,0.0,0,0.0,1,0.03,0,0.0,0,0.0,0,0.0,37
W_CHN_PTJ0_400_B1_1.txt.json.edus.parse,Jobs,CHN,B1_1,6,0.18,8,0.24,5,0.15,6,0.18,1,0.03,3,0.09,0,0.0,1,0.03,0,0.0,2,0.06,1,0.03,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,33
W_ENS_PTJ0_034_XX_1.txt.json.edus.parse,Jobs,ENS,XX_1,7,0.26,3,0.11,6,0.22,4,0.15,3,0.11,0,0.0,0,0.0,2,0.07,0,0.0,2,0.07,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,27
W_PAK_PTJ0_185_B1_1.txt.json.edus.parse,Jobs,PAK,B1_1,11,0.41,5,0.19,1,0.04,6,0.22,0,0.0,1,0.04,0,0.0,0,0.0,0,0.0,2,0.07,1,0.04,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,27
W_CHN_SMK0_092_A2_0.txt.json.edus.parse,Smoking,CHN,A2_0,7,0.19,7,0.19,3,0.08,7,0.19,3,0.08,0,0.0,0,0.0,4,0.11,0,0.0,0,0.0,5,0.14,0,0.0,0,0.0,0,0.0,0,0.0,1,0.03,0,0.0,0,0.0,0,0.0,37
W_CHN_SMK0_331_A2_0.txt.json.edus.parse,Smoking,CHN,A2_0,9,0.28,5,0.16,2,0.06,3,0.09,2,0.06,0,0.0,0,0.0,2,0.06,1,0.03,2,0.06,4,0.12,0,0.0,0,0.0,0,0.0,0,0.0,2,0.06,0,0.0,0,0.0,0,0.0,32
W_TWN_SMK0_191_B1_2.txt.json.edus.parse,Smoking,TWN,B1_2,8,0.25,8,0.25,12,0.38,1,0.03,0,0.0,1,0.03,0,0.0,1,0.03,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.03,0,0.0,0,0.0,0,0.0,32
W_HKG_PTJ0_088_B1_2.txt.json.edus.parse,Jobs,HKG,B1_2,8,0.31,5,0.19,4,0.15,2,0.08,2,0.08,2,0.08,0,0.0,2,0.08,0,0.0,1,0.04,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,26
W_PAK_PTJ0_067_A2_0.txt.json.edus.parse,Jobs,PAK,A2_0,6,0.23,5,0.19,2,0.08,5,0.19,1,0.04,1,0.04,0,0.0,0,0.0,1,0.04,1,0.04,1,0.04,0,0.0,3,0.12,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,26
W_SIN_PTJ0_060_B1_2.txt.json.edus.parse,Jobs,SIN,B1_2,12,0.44,9,0.33,3,0.11,0,0.0,1,0.04,2,0.07,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,27
W_ENS_SMK0_077_XX_1.txt.json.edus.parse,Smoking,ENS,XX_1,10,0.4,5,0.2,3,0.12,3,0.12,2,0.08,0,0.0,0,0.0,1,0.04,0,0.0,0,0.0,1,0.04,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,25
W_IDN_PTJ0_092_B1_1.txt.json.edus.parse,Jobs,IDN,B1_1,9,0.32,5,0.18,5,0.18,5,0.18,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.04,2,0.07,0,0.0,0,0.0,0,0.0,0,0.0,1,0.04,0,0.0,0,0.0,0,0.0,28
W_IDN_PTJ0_048_B1_2.txt.json.edus.parse,Jobs,IDN,B1_2,12,0.43,3,0.11,5,0.18,1,0.04,2,0.07,0,0.0,0,0.0,0,0.0,0,0.0,1,0.04,3,0.11,0,0.0,0,0.0,0,0.0,0,0.0,1,0.04,0,0.0,0,0.0,0,0.0,28
W_ENS_SMK0_039_XX_1.txt.json.edus.parse,Smoking,ENS,XX_1,4,0.12,6,0.19,12,0.38,5,0.16,0,0.0,3,0.09,0,0.0,0,0.0,0,0.0,1,0.03,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.03,0,0.0,0,0.0,0,0.0,32
W_ENS_SMK0_125_XX_3.txt.json.edus.parse,Smoking,ENS,XX_3,10,0.29,6,0.17,2,0.06,5,0.14,0,0.0,2,0.06,0,0.0,7,0.2,0,0.0,1,0.03,0,0.0,0,0.0,2,0.06,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,35
W_JPN_SMK0_259_B1_1.txt.json.edus.parse,Smoking,JPN,B1_1,10,0.31,5,0.16,5,0.16,4,0.12,1,0.03,1,0.03,0,0.0,1,0.03,0,0.0,0,0.0,5,0.16,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,32
W_ENS_PTJ0_102_XX_2.txt.json.edus.parse,Jobs,ENS,XX_2,11,0.35,5,0.16,3,0.1,5,0.16,2,0.06,2,0.06,0,0.0,1,0.03,1,0.03,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.03,0,0.0,0,0.0,0,0.0,31
W_PHL_PTJ0_038_B2_0.txt.json.edus.parse,Jobs,PHL,B2_0,10,0.29,6,0.18,5,0.15,3,0.09,0,0.0,3,0.09,0,0.0,4,0.12,0,0.0,2,0.06,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.03,0,0.0,0,0.0,0,0.0,34
W_CHN_SMK0_268_B1_1.txt.json.edus.parse,Smoking,CHN,B1_1,7,0.26,5,0.19,3,0.11,2,0.07,0,0.0,2,0.07,0,0.0,2,0.07,0,0.0,1,0.04,4,0.15,0,0.0,0,0.0,0,0.0,0,0.0,1,0.04,0,0.0,0,0.0,0,0.0,27
W_THA_PTJ0_164_A2_0.txt.json.edus.parse,Jobs,THA,A2_0,6,0.18,6,0.18,5,0.15,3,0.09,3,0.09,0,0.0,0,0.0,4,0.12,0,0.0,0,0.0,0,0.0,0,0.0,2,0.06,0,0.0,0,0.0,5,0.15,0,0.0,0,0.0,0,0.0,34
W_SIN_SMK0_172_B1_2.txt.json.edus.parse,Smoking,SIN,B1_2,4,0.15,4,0.15,3,0.12,7,0.27,1,0.04,0,0.0,0,0.0,0,0.0,2,0.08,0,0.0,4,0.15,0,0.0,0,0.0,0,0.0,0,0.0,1,0.04,0,0.0,0,0.0,0,0.0,26
W_ENS_PTJ0_006_XX_1.txt.json.edus.parse,Jobs,ENS,XX_1,6,0.27,6,0.27,5,0.23,4,0.18,0,0.0,0,0.0,0,0.0,1,0.05,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,22
W_JPN_PTJ0_076_A2_0.txt.json.edus.parse,Jobs,JPN,A2_0,9,0.26,7,0.21,2,0.06,1,0.03,2,0.06,1,0.03,0,0.0,2,0.06,0,0.0,0,0.0,9,0.26,0,0.0,0,0.0,0,0.0,0,0.0,1,0.03,0,0.0,0,0.0,0,0.0,34
W_CHN_SMK0_080_B1_1.txt.json.edus.parse,Smoking,CHN,B1_1,10,0.4,9,0.36,1,0.04,1,0.04,2,0.08,0,0.0,1,0.04,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.04,25
W_CHN_SMK0_307_B1_1.txt.json.edus.parse,Smoking,CHN,B1_1,8,0.31,6,0.23,3,0.12,2,0.08,3,0.12,0,0.0,0,0.0,1,0.04,0,0.0,1,0.04,2,0.08,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,26
W_JPN_SMK0_080_A2_0.txt.json.edus.parse,Smoking,JPN,A2_0,5,0.16,4,0.13,9,0.29,5,0.16,2,0.06,0,0.0,0,0.0,1,0.03,0,0.0,1,0.03,2,0.06,0,0.0,0,0.0,0,0.0,0,0.0,2,0.06,0,0.0,0,0.0,0,0.0,31
W_PHL_SMK0_018_B1_2.txt.json.edus.parse,Smoking,PHL,B1_2,13,0.41,5,0.16,2,0.06,7,0.22,2,0.06,1,0.03,0,0.0,1,0.03,0,0.0,0,0.0,1,0.03,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,32
W_THA_SMK0_394_B1_1.txt.json.edus.parse,Smoking,THA,B1_1,8,0.38,6,0.29,0,0.0,5,0.24,1,0.05,1,0.05,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,21
W_KOR_PTJ0_147_A2_0.txt.json.edus.parse,Jobs,KOR,A2_0,8,0.28,3,0.1,3,0.1,3,0.1,5,0.17,0,0.0,0,0.0,1,0.03,0,0.0,0,0.0,3,0.1,0,0.0,0,0.0,0,0.0,0,0.0,3,0.1,0,0.0,0,0.0,0,0.0,29
W_THA_SMK0_112_B1_1.txt.json.edus.parse,Smoking,THA,B1_1,9,0.27,8,0.24,5,0.15,1,0.03,3,0.09,2,0.06,0,0.0,1,0.03,0,0.0,0,0.0,4,0.12,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,33
